"","ID","canonisation_score","avg_differences","lang","wikiname","variations","author","author_firstname","wikiID","freq","repoID","pub_year","genre","text_source"
"103","PRIDE_AND_PREJUDICE_Q170583",0.594948283367066,0.0876279937914692,"ENG","PRIDE_AND_PREJUDICE","['Pride and Prejudice', 'If Pride and Prejudice']","Austen","Jane","Q170583",30,"1342",1813,"(['novel of manners', 'satirical fiction', 'psychological fiction', 'romantic fiction'], ['novel'])","Gutenberg-US"
"104","REDGAUNTLET_Q3422871",0.562068477362731,0.100270753033175,"ENG","REDGAUNTLET","['Redgauntlet', ""Wandering Willie's Tale""]","Scott","Walter","Q3422871",27,"2516",1824,"(['historical novel'], [])","Gutenberg-US"
"105","RINGAN_GILHAIZE_noWikiID",0.154263355437284,0.155708329289099,"ENG","RINGAN_GILHAIZE","['Ringan Gilhaize']","Galt","John","noWikiID",9,"30749",1823,"novel","Gutenberg-US"
"106","ROBERT_ELSMERE_Q7344052",0.0643129761992644,0.12840183042654,"ENG","ROBERT_ELSMERE","['Robert Elsmere']","Ward","Mary Augusta","Q7344052",8,"8737",1888,"([], ['novel'])","Gutenberg-US"
"107","ROBINSON_CRUSOE_Q483034",0.930072496067797,0.091425726113744,"ENG","ROBINSON_CRUSOE","['Robinson Crusoe', 'Crusoe', 'Robison Crusoe', 'The Life and Strange Surprizing Adventures of Robinson Crusoe']","Defoe","Daniel","Q483034",79,"521",1719,"(['developmental novel', 'autobiography', 'robinsonade', 'adventure fiction', 'pirate fiction'], ['novel'])","Gutenberg-US"
"108","SALEM_CHAPEL_noWikiID",0.0566567958260902,0.131900911279621,"ENG","SALEM_CHAPEL","['Salem Chapel']","Oliphant","Margaret","noWikiID",5,"42013; 42044",1863,"","Gutenberg-US"
"109","SANDITON_Q3180417",0.323070787610778,0.238351304312796,"ENG","SANDITON","['Sanditon']","Austen","Jane","Q3180417",5,"https://gutenberg.net.au/ebooks/fr008641.html",1817,"novel ","Gutenberg-AUS"
"110","SARTOR_RESARTUS_Q1134140",0.605736576985184,0.126865850805687,"ENG","SARTOR_RESARTUS","['Sartor Resartus']","Carlyle","Thomas","Q1134140",31,"1051",1834,"(['comic novel'], [])","Gutenberg-US"
"111","SCENES_OF_CLERICAL_LIFE_Q6544172",0.384640372733741,0.112199543080569,"ENG","SCENES_OF_CLERICAL_LIFE","['Scenes of Clerical Life', 'Amos Barton']","Eliot","George","Q6544172",11,"17780",1857,"(['short story'], [])","Gutenberg-US"
"112","SENSE_AND_SENSIBILITY_Q274744",0.339096257423352,0.0958069820379147,"ENG","SENSE_AND_SENSIBILITY","['Sense and Sensibility']","Austen","Jane","Q274744",32,"161",1811,"(['Bildungsroman', 'romantic fiction'], ['novel'])","Gutenberg-US"
"113","SHIRLEY_(NOVEL)_Q615175",0.528634267866976,0.0810870984834122,"ENG","SHIRLEY_(NOVEL)","['Shirley']","Brontë","Charlotte","Q615175",24,"30486",1849,"(['social novel'], ['novel'])","Gutenberg-US"
"114","SILAS_MARNER_Q638327",0.427995724732536,0.10152849535545,"ENG","SILAS_MARNER","['Silas Marner']","Eliot","George","Q638327",15,"550",1861,"(['novel of manners'], ['novel'])","Gutenberg-US"
"115","SONS_AND_LOVERS_Q80771",0.190637850864638,0.104450743459716,"ENG","SONS_AND_LOVERS","['Sons and Lovers']","Lawrence","D. H. ","Q80771",10,"217",1913,"([], ['novel'])","Gutenberg-US"
"116","SYBIL_Q3506752",0.450141038132134,0.103819733364929,"ENG","SYBIL","['Sybil, or The Two Nations', 'Sybil, or the Two Nations', 'Sybil', 'Sybil: Or The Two Nations']","Disreali","Benjamin","Q3506752",17,"3760",1845,"novel","Gutenberg-US"
"117","TALES_FROM_SHAKESPEARE_Q589197",0.0591085593605752,0.167818311706161,"ENG","TALES_FROM_SHAKESPEARE","['Tales from Shakespear', 'Tales from Shakespeare']","Lamb/Lamb","Charles/Mary","Q589197",6,"573",1807,"children's stories","Gutenberg-US"
"118","TESS_OF_THE_D'URBERVILLES_Q649409",0.616422785736394,0.0898997339810427,"ENG","TESS_OF_THE_D'URBERVILLES","[""Tess of the D'Urbervilles"", ""Tess of the d'Urbervilles"", ""Tess of the d' Urbervilles""]","Hardy","Thomas","Q649409",32,"110",1891,"(['tragedy'], ['novel'])","Gutenberg-US"
"119","THE_ABSENTEE_Q7712149",0.263655687664613,0.111500007156398,"ENG","THE_ABSENTEE","['The Absentee']","Edgeworth","Maria","Q7712149",24,"1473",1812,"(['political novel'], [])","Gutenberg-US"
"120","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID",0.0566567958260902,0.120827264312796,"ENG","THE_ADVENTURES_OF_DAVID_SIMPLE","['The Adventures of David Simple']","Fielding","Sarah","noWikiID",5,"pdf",1744,"","PDF"
"121","THE_AMBASSADORS_Q650571",0.353247063375283,0.140943458672986,"ENG","THE_AMBASSADORS","['The Ambassadors']","James","Henry","Q650571",8,"432",1903,"(['novel'], ['novel'])","Gutenberg-US"
"122","THE_ANTIQUARY_Q1157183",0.323070787610778,0.1420849092891,"ENG","THE_ANTIQUARY","['The Antiquary']","Scott","Walter","Q1157183",5,"7005",1816,"(['Gothic fiction', 'historical fiction'], ['novel'])","Gutenberg-US"
"123","THE_BATTLE_OF_THE_BOOKS_Q7715895",0.132226821715085,0.195289665023697,"ENG","THE_BATTLE_OF_THE_BOOKS","['The Battle of the Books', 'The Battel of the Books', 'In the Battle of the Books']","Swift","Jonathan","Q7715895",5,"623",1704,"(['polemical lampoon'], [])","Gutenberg-US"
"124","THE_BETH_BOOK_noWikiID",0.0643129761992644,0.0977576842180095,"ENG","THE_BETH_BOOK","['The Beth Book']","Grand","Sarah","noWikiID",8,"28088",1897,"novel","Gutenberg-US"
"125","THE_BLACK_PROPHET_noWikiID",0.0670724962784257,0.104784133791469,"ENG","THE_BLACK_PROPHET","['The Black Prophet', 'The Black Prophet,']","Carleton","William","noWikiID",9,"16018",1846,"novel","Gutenberg-US"
"126","THE_BRIDE_OF_LAMMERMOOR_Q2659725",0.384640372733741,0.121841858293839,"ENG","THE_BRIDE_OF_LAMMERMOOR","['The Bride of Lammermoor']","Scott","Walter","Q2659725",11,"471",1819,"(['historical fiction'], ['novel'])","Gutenberg-US"
"127","THE_BROWNIE_OF_BODSBECK_Q96408508",0.148487553986026,0.148915959763033,"ENG","THE_BROWNIE_OF_BODSBECK","['The Brownie of Bodsbeck', 'Brownie of Bodsbeck']","Hogg","James","Q96408508",8,"40955; 41796",1818,"novel","Gutenberg-US"
"128","THE_CASTLE_OF_OTRANTO_Q548576",0.913959841960442,0.105665607914692,"ENG","THE_CASTLE_OF_OTRANTO","['The Castle of Otranto', 'Otranto', 'Castle of Otranto']","Walpole","Horace","Q548576",74,"696",1764,"(['Gothic novel'], [])","Gutenberg-US"
"129","THE_CHILDREN_OF_THE_ABBEY_Q7722505",0.0729237779448048,0.104953345450237,"ENG","THE_CHILDREN_OF_THE_ABBEY","['Children of the Abbey', 'The Children of the Abbey', 'The Children of the Abbey: A Tale']","Roche","Regina Maria","Q7722505",11,"60174",1796,"(['Gothic fiction'], ['novel'])","Gutenberg-US"
"130","THE_CROCK_OF_GOLD_(NOVEL)_Q7728134",0.0591085593605752,0.141575929099526,"ENG","THE_CROCK_OF_GOLD_(NOVEL)","['The Crock of Gold']","Mackenzie","Thomas","Q7728134",6,"1605",1912,"([], ['novel'])","Gutenberg-US"
"131","THE_DIARY_OF_A_NOBODY_Q864150",0.164415364683147,0.231090508293839,"ENG","THE_DIARY_OF_A_NOBODY","['Diary of a Nobody', 'The Diary of a Nobody']","Grossmith/Grossmith","George/Weedon","Q864150",6,"1026",1888,"(['epistolary novel', 'comic novel'], [])","Gutenberg-US"
"132","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467",0.204901193890185,0.0915061901895735,"ENG","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)","[""The Doctor's Wife"", ""The Doctor' s Wife""]","Braddon","Mary Elizabeth","Q7730467",12,"35485",1863,"([], ['novel'])","Gutenberg-US"
"133","THE_ENTAIL_noWikiID",0.148487553986026,0.150777025260663,"ENG","THE_ENTAIL","['The Entail']","Galt","John","noWikiID",8,"44573",1823,"novel","Gutenberg-US"
"134","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413",0.335938753528388,0.0945120130805686,"ENG","THE_EXPEDITION_OF_HUMPHRY_CLINKER","['The Expedition of Humphry Clinker', 'Humphry Clinker']","Smollett","Tobias","Q3203413",27,"2160",1771,"(['epistolary novel'], ['novel'])","Gutenberg-US"
"135","THE_FEMALE_QUIXOTE_Q1404172",0.27863497027921,0.0861309921327014,"ENG","THE_FEMALE_QUIXOTE","['The Female Quixote', 'Female Quixote']","Lennox","Charlotte","Q1404172",21,"50054",1752,"(['education novel', 'satirical fiction'], ['novel'])","Gutenberg-US"
"136","THE_FOOL_OF_QUALITY_Q7734703",0.0792421570318606,0.200366906540284,"ENG","THE_FOOL_OF_QUALITY","['The Fool of Quality', 'Fool of Quality']","Brooke","Henry","Q7734703",13,"ECCO",1765,"([], ['novel'])","ECCO"
"137","THE_FORSYTE_SAGA_Q735319",0.158330619297716,0.130463377819905,"ENG","THE_FORSYTE_SAGA","['The Forsyte Saga', 'Forsyte']","Galsworthy","John","Q735319",5,"4397",1906,"(['novel'], ['novel'])","Gutenberg-US"
"138","THE_GOLDEN_BOWL_Q1248585",0.323070787610778,0.129642864976303,"ENG","THE_GOLDEN_BOWL","['The Golden Bowl']","James","Henry","Q1248585",5,"4264",1904,"(['novel'], ['novel'])","Gutenberg-US"
"139","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400",0.076022748805838,0.196744987819905,"ENG","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY","['The Governess; or, the Little Female Academy', 'The Governess; or Little Female Academy', 'The Governess', 'The Daily Governess']","Fielding","Sarah","Q7737400",12,"1905",1749,"([], ['novel'])","Gutenberg-US"
"140","THE_GREAT_GOD_PAN_Q1394704",0.137472234822425,0.211123275402844,"ENG","THE_GREAT_GOD_PAN","['The Great God Pan']","Machen","Arthur","Q1394704",6,"389",1894,"(['horror novel'], ['novella'])","Gutenberg-US"
"141","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466",0.142891468333576,0.193734316777251,"ENG","THE_HAPPY_PRINCE_AND_OTHER_TALES","['Short Story', 'The Short Story', 'The Happy Prince and Other Tales', 'The Happy Prince', 'The Nightingale and the Rose']","Wilde","Oscar","Q797466",7,"30120",1888,"children's book","Gutenberg-US"
"142","THE_HEART_OF_MIDLOTHIAN_Q2091094",0.395337204568379,0.131592266018957,"ENG","THE_HEART_OF_MIDLOTHIAN","['Heart of Midlothian', 'The Heart of Mid-Lothian', 'The Heart of Midlothian']","Scott","Walter","Q2091094",12,"6944",1818,"(['historical novel'], ['novel'])","Gutenberg-US"
"143","THE_HEAVENLY_TWINS_noWikiID",0.109783051426266,0.119774636303318,"ENG","THE_HEAVENLY_TWINS","['The Heavenly Twins']","Grand","Sarah","noWikiID",21,"8676",1893,"novel","Gutenberg-US"
"144","THE_HEIR_OF_REDCLYFFE_Q7739314",0.0591085593605752,0.106477888388626,"ENG","THE_HEIR_OF_REDCLYFFE","['The Heir of Redclyffe']","Yonge","Charlotte","Q7739314",6,"2505",1853,"(['romantic fiction'], ['novel'])","Gutenberg-US"
"145","THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035",0.0591085593605752,0.139599177298578,"ENG","THE_HISTORY_OF_EMILY_MONTAGUE","['The History of Emily Montague', 'History of Emily Montague']","Mandeville","Julia","Q42191035",6,"16300",1769,"(['epistolary novel', 'sentimental novel'], ['novel'])","Gutenberg-US"
"146","THE_HISTORY_OF_JACK_CONNOR_noWikiID",0.0591085593605752,0.141541543080569,"ENG","THE_HISTORY_OF_JACK_CONNOR","['The History of Jack Connor']","Chaigneau","William","noWikiID",6,"ECCO",1752,"","ECCO"
"147","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875",0.668015506032498,0.114901973412322,"ENG","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA","['The History of Rasselas, Prince of Abyssinia', 'Rasselas']","Johnson","Samuel","Q3419875",37,"652",1759,"(['apologue'], ['novel', 'novella'])","Gutenberg-US"
"148","THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING_Q248096",0.417024677521532,0.0945460048341232,"ENG","THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING","['The History of Tom Jones, A Foundling', 'Tom Jones', 'The History of Tom Jones, a Foundling']","Fielding","Henry","Q248096",14,"6593",1749,"(['Bildungsroman', 'picaresque novel'], ['novel'])","Gutenberg-US"
"149","THE_HOUND_OF_THE_BASKERVILLES_Q45192",0.353247063375283,0.149007443507109,"ENG","THE_HOUND_OF_THE_BASKERVILLES","['The Hound of the Baskervilles']","Doyle","Arthur Conan","Q45192",8,"2852",1901,"(['detective fiction', 'crime fiction', 'mystery fiction'], ['novel'])","Gutenberg-US"
"150","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270",0.132226821715085,0.162908474454976,"ENG","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO","['The Interesting Narrative of the Life of Olaudah Equiano', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa']","Equiano","Olaudah","Q7742270",5,"15399",1789,"(['autobiography'], [])","Gutenberg-US"
"151","THE_INTERPRETERS_noWikiID",0.0566567958260902,0.135622095308057,"ENG","THE_INTERPRETERS","['The Interpreters']","Whyte-Melville","George J. ","noWikiID",5,"40660",1857,"novel","Gutenberg-US"
"152","THE_INVISIBLE_MAN_Q1539509",0.164415364683147,0.197918984985782,"ENG","THE_INVISIBLE_MAN","['The Invisible Man']","Wells","H. G. ","Q1539509",6,"5230",1897,"(['science fiction'], ['novel'])","Gutenberg-US"
"153","THE_ISLAND_OF_DOCTOR_MOREAU_Q718268",0.243956771125803,0.103028308436019,"ENG","THE_ISLAND_OF_DOCTOR_MOREAU","['The Island of Dr. Moreau', 'Island of Dr. Moreau', 'The Island of Doctor Moreau', 'The Island of Dr Moreau']","Wells","H. G. ","Q718268",17,"159",1896,"(['science fiction'], ['novel'])","Gutenberg-US"
"154","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370",0.204901193890185,0.105986987251185,"ENG","THE_ITALIAN_(RADCLIFFE_NOVEL)","['The Italian']","Radcliffe","Ann","Q3204370",12,"ebooks@adelaide",1797,"(['sentimental novel', 'romantic fiction', 'thriller', 'Gothic fiction'], ['novel'])","ebooks@adelaide"
"155","THE_JUNGLE_BOOK_Q189509",0.374053924716987,0.276173840853081,"ENG","THE_JUNGLE_BOOK","['Jungle Books', 'The Jungle Book', 'The White Seal']","Kipling","Rudyard","Q189509",10,"35997",1894,"(['didactic literature', 'narration'], [])","Gutenberg-US"
"156","THE_LAST_DAYS_OF_POMPEII_Q1218985",0.0591085593605752,0.13721086464455,"ENG","THE_LAST_DAYS_OF_POMPEII","['The Last Days of Pompeii', 'Last Days of Pompeii']","Bulwer-Lytton","Edward","Q1218985",6,"1565",1834,"(['historical fiction', 'historical prose literature'], ['novel'])","Gutenberg-US"
"157","THE_LAST_MAN_noWikiID",0.235758887377866,0.120219173080569,"ENG","THE_LAST_MAN","['The Last Man']","Shelley","Mary","noWikiID",16,"18247",1826,"novel","Gutenberg-US"
"158","THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742",0.395337204568379,0.124033956303317,"ENG","THE_LAW_AND_THE_LADY_(NOVEL)","['The Law and the Lady']","Collins","Wilkie","Q3480742",12,"1622",1875,"(['crime novel'], [])","Gutenberg-US"
"159","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083",0.733799591996489,0.085255193886256,"ENG","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN","['Tristram Shandy', 'The Life and Opinions of Tristram Shandy, Gentleman']","Sterne","Laurence","Q1164083",44,"1079",1759,"(['satirical fiction', 'picaresque novel', 'metafiction'], ['novel'])","Gutenberg-US"
"160","THE_LIFE_OF_JOHN_BUNCLE_noWikiID",0.0566567958260902,0.119591650236967,"ENG","THE_LIFE_OF_JOHN_BUNCLE","['The Life of John Buncle', 'The Life of John Buncle Esq']","Amory","Thomas","noWikiID",5,"https://www.exclassics.com/buncle/buncle.txt",1756,"novel","PDF"
"161","THE_MAN_OF_FEELING_Q7750109",0.616422785736394,0.139092437582938,"ENG","THE_MAN_OF_FEELING","['Man of Feeling', 'The Man of Feeling']","Mackenzie","Henry","Q7750109",32,"5083",1771,"([], ['novel'])","Gutenberg-US"
"162","THE_MASTER_OF_BALLANTRAE_Q2615930",0.148487553986026,0.13363029028436,"ENG","THE_MASTER_OF_BALLANTRAE","['The Master of Ballantrae']","Stevenson","Robert Louis","Q2615930",8,"864",1889,"(['historical fiction', 'adventure fiction'], ['novel'])","Gutenberg-US"
"163","THE_MAYOR_OF_CASTERBRIDGE_Q2343169",0.332981899154278,0.120208260379147,"ENG","THE_MAYOR_OF_CASTERBRIDGE","['The Mayor of Casterbridge']","Hardy","Thomas","Q2343169",6,"143",1886,"([], ['novel'])","Gutenberg-US"
"164","THE_MILL_ON_THE_FLOSS_Q1215018",0.7830931596165,0.139069035592417,"ENG","THE_MILL_ON_THE_FLOSS","['The Mill on the Floss', 'Dorlecote Mill on the Floss']","Eliot","George","Q1215018",50,"6688",1860,"(['psychological novel'], ['novel'])","Gutenberg-US"
"165","THE_MONK_Q2659564",0.398516949286156,0.094082849620853,"ENG","THE_MONK","['The Monk', 'Monk']","Lewis","Matthew Gregory","Q2659564",33,"601",1796,"(['Gothic novel', 'speculative/fantastic fiction novel'], [])","Gutenberg-US"
"166","THE_MOONSTONE_Q2362563",0.724924183340321,0.0898231605687204,"ENG","THE_MOONSTONE","['The Moonstone']","Collins","Wilkie","Q2362563",43,"155",1868,"(['epistolary novel', 'fantasy', 'crime fiction'], ['novel'])","Gutenberg-US"
"167","THE_MYSTERIES_OF_LONDON_Q7752831",0.0825857148766979,0.120260966350711,"ENG","THE_MYSTERIES_OF_LONDON","['Mysteries of London', 'The Mysteries of the Court of London', 'The Mysteries of London']","Sims","George R. ","Q7752831",14,"49701",1844,"novel","Gutenberg-US"
"168","THE_MYSTERIES_OF_UDOLPHO_Q2600909",0.520733070723992,0.118555176777251,"ENG","THE_MYSTERIES_OF_UDOLPHO","['Mysteries of Udolpho', 'The Mysteries of Udolpho', 'The Mysteries of Udolpho: A Romance', 'Udolpho', 'The Mysteries of Udolph o', 'the Mysteries of Udolpho']","Radcliffe","Ann","Q2600909",44,"3268",1794,"(['romantic fiction', 'horror fiction', 'thriller', 'Gothic fiction', 'fantasy'], ['novel'])","Gutenberg-US"
"169","THE_NETHER_WORLD_Q7753436",0.332981899154278,0.119918134265403,"ENG","THE_NETHER_WORLD","['The Nether World']","Gissing","George","Q7753436",6,"4301",1889,"([], ['novel'])","Gutenberg-US"
"170","THE_ODD_WOMEN_Q7754692",0.323070787610778,0.119388461990521,"ENG","THE_ODD_WOMEN","['The Odd Women', 'Odd Women']","Gissing","George","Q7754692",5,"4313",1893,"([], ['novel'])","Gutenberg-US"
"171","THE_OLD_CURIOSITY_SHOP_Q2700616",0.46129393099787,0.0891988761611374,"ENG","THE_OLD_CURIOSITY_SHOP","['Old Curiosity Shop', 'The Old Curiosity Shop']","Dickens","Charles","Q2700616",18,"700",1840,"(['social criticism'], ['novel'])","Gutenberg-US"
"172","THE_OLD_ENGLISH_BARON_Q3796165",0.27863497027921,0.103398989194313,"ENG","THE_OLD_ENGLISH_BARON","['The Old English Baron', 'The Champion of Virtue']","Reeve","Clara","Q3796165",21,"5182",1777,"(['Gothic novel'], [])","Gutenberg-US"
"173","THE_OLD_MANOR_HOUSE_Q96409526",0.160221548263055,0.113944335023697,"ENG","THE_OLD_MANOR_HOUSE","['The Old Manor House', 'The Old English Manor House']","Smith","Charlotte","Q96409526",10,"https://digital.library.upenn.edu/women/smith/manor/manor.html",1793,"novel","https://digital.library.upenn.edu"
"174","THE_PARENT'S_ASSISTANT_Q3522169",0.137472234822425,0.125212871563981,"ENG","THE_PARENT'S_ASSISTANT","[""The Parent's Assistant""]","Edgeworth","Maria","Q3522169",6,"3655",1796,"collection of children's stories","Gutenberg-US"
"175","THE_PICKWICK_PAPERS_Q460583",0.724924183340321,0.153689160616114,"ENG","THE_PICKWICK_PAPERS","['Pickwick Papers', 'Pickwick', 'The Pickwick Papers', 'The Posthumous Papers of the Pickwick Club']","Dickens","Charles","Q460583",43,"580",1836,"(['satire', 'picaresque novel'], ['novel'])","Gutenberg-US"
"176","THE_PICTURE_OF_DORIAN_GRAY_Q82464",0.605736576985184,0.101604330900474,"ENG","THE_PICTURE_OF_DORIAN_GRAY","['The Picture of Dorian Gray', 'Picture of Dorian Gray']","Wilde","Oscar","Q82464",31,"174",1890,"(['Gothic novel'], [])","Gutenberg-US"
"177","THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER_Q2992437",0.733799591996489,0.107999991611374,"ENG","THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER","['The Private Memoirs and Confessions of a Justified Sinner', 'Confessions of a Justified Sinner', 'Confessions', 'Private Memoirs and Confessions of a Justified Sinner', 'Memoirs and Confessions of a Justified Sinner', 'Private Memoirs of a Justified Sinner', 'Private Memoirs and Confessions of a Justified Sinner, Written by Himself', 'The Private Memoirs and True Confessions of a Justified Sinner']","Hogg","James","Q2992437",44,"2276",1824,"(['satirical fiction', 'Gothic fiction', 'philosophical fiction'], ['novel'])","Gutenberg-US"
"178","THE_REAL_CHARLOTTE_noWikiID",0.0670724962784257,0.12547969028436,"ENG","THE_REAL_CHARLOTTE","['The Real Charlotte']","Sommerville/Ross","Edith/Martin","noWikiID",9,"59138",1894,"novel","Gutenberg-US"
"179","THE_RETURN_OF_THE_NATIVE_Q141568",0.363586690277014,0.109160472559242,"ENG","THE_RETURN_OF_THE_NATIVE","['The Return of the Native']","Hardy","Thomas","Q141568",9,"17500",1878,"([], ['novel'])","Gutenberg-US"
"180","THE_RIDDLE_OF_THE_SANDS_Q1170204",0.158330619297716,0.17133683507109,"ENG","THE_RIDDLE_OF_THE_SANDS","['The Riddle of the Sands', 'The Riddle of the Sands: A Record of Secret Service']","Childers","Erskine","Q1170204",5,"2360",1903,"(['adventure novel', 'espionage novel'], [])","Gutenberg-US"
"181","THE_ROMANCE_OF_THE_FOREST_Q3406503",0.17068652890912,0.13922256492891,"ENG","THE_ROMANCE_OF_THE_FOREST","['The Romance of the Forest', 'Author of the Romance of the Forest', 'Romance of the Forest']","Radcliffe","Ann","Q3406503",7,"64701",1791,"(['sentimental novel', 'romantic fiction', 'Gothic fiction', 'thriller'], ['novel'])","Gutenberg-US"
"182","THE_SCOTTISH_CHIEFS_noWikiID",0.132226821715085,0.155128443554502,"ENG","THE_SCOTTISH_CHIEFS","['Scottish Chiefs', 'The Scottish Chiefs']","Porter","Jane","noWikiID",5,"6086",1810,"novel","Gutenberg-US"
"183","THE_SECRET_AGENT_Q1247666",0.384640372733741,0.166695511516588,"ENG","THE_SECRET_AGENT","['The Secret Agent']","Conrad","Joseph","Q1247666",11,"974",1907,"(['espionage novel'], ['novel'])","Gutenberg-US"
"184","THE_SECRET_GARDEN_Q472194",0.353247063375283,0.147533963554502,"ENG","THE_SECRET_GARDEN","['The Secret Garden', 'Dickon Sowerby']","Burnett","Frances Hodgson","Q472194",8,"113",1911,"([""children's book"", 'serialized fiction'], ['novel'])","Gutenberg-US"
"185","THE_SLEEPER_AWAKES_Q650949",0.0566567958260902,0.134946659099526,"ENG","THE_SLEEPER_AWAKES","['When the Sleeper Awakes', 'When the Sleeper Wakes', 'When The Sleeper Awakes']","","","Q650949",5,"12163",1899,"novel","Gutenberg-US"
"186","THE_SORROWS_OF_SATAN_Q13424700",0.0566567958260902,0.127315977345972,"ENG","THE_SORROWS_OF_SATAN","['The Sorrows of Satan']","Corelli","Marie","Q13424700",5,"42332",1895,"([], ['novel'])","Gutenberg-US"
"187","THE_TALE_OF_PETER_RABBIT_Q580463",0.137472234822425,0.454566892364929,"ENG","THE_TALE_OF_PETER_RABBIT","['The Tale of Peter Rabbit']","Potter","Beatrix","Q580463",6,"14838",1901,"([""children's literature""], [])","Gutenberg-US"
"188","THE_TENANT_OF_WILDFELL_HALL_Q44701",0.197672587097148,0.0835677156398104,"ENG","THE_TENANT_OF_WILDFELL_HALL","['Tenant of Wildfell Hall', 'The Tenant of Wildfell Hall', 'The Tenant of Wildfell Hall in London']","Brontë","Anne","Q44701",11,"969",1848,"(['epistolary fiction'], ['novel'])","Gutenberg-US"
"189","THE_THREE_PERILS_OF_MAN_Q96409659",0.142891468333576,0.113819642417062,"ENG","THE_THREE_PERILS_OF_MAN","['The Three Perils of Man: War, Women and Witchcraft', 'The Three Perils of Man', 'Three Perils of Man']","Hogg","James","Q96409659",7,"39776",1822,"novel","Gutenberg-US"
"190","THE_TIME_MACHINE_Q627333",0.838012426793004,0.127351445624171,"ENG","THE_TIME_MACHINE","['The Time Machine', 'Time Machine', 'The Time Traveller']","Wells","H. G.","Q627333",58,"35",1895,"(['time-travel fiction', 'romantic fiction', 'dystopian fiction', 'science fiction', 'post-apocalyptic fiction'], ['novella'])","Gutenberg-US"
"191","THE_TURN_OF_THE_SCREW_Q625923",0.427995724732536,0.1338855892891,"ENG","THE_TURN_OF_THE_SCREW","['The Turn of the Screw']","James","Henry","Q625923",15,"209",1898,"(['fantasy', 'Gothic fiction', 'ghost story', 'horror fiction'], ['novella'])","Gutenberg-US"
"192","THE_UNTILLED_FIELD_noWikiID",0.172694745758032,0.117016049241706,"ENG","THE_UNTILLED_FIELD","['The Untilled Field']","Moore","George","noWikiID",12,"4034",1903,"novel","Gutenberg-US"
"193","THE_VICAR_OF_WAKEFIELD_Q1196205",0.332981899154278,0.166744495592417,"ENG","THE_VICAR_OF_WAKEFIELD","['The Vicar of Wakefield']","Goldsmith","Oliver","Q1196205",6,"2667",1766,"(['sentimental novel'], ['novel'])","Gutenberg-US"
"194","THE_VIRGINIANS_Q7772832",0.323070787610778,0.133716338862559,"ENG","THE_VIRGINIANS","['The Virginians', 'The Virginians: A Tale of the Last Century']","Wister","Owen","Q7772832",5,"1298",1857,"(['historical fiction'], ['novel'])","Gutenberg-US"
"195","THE_WAY_OF_ALL_FLESH_Q255074",0.0860571657090285,0.101006564170616,"ENG","THE_WAY_OF_ALL_FLESH","['The Way of All Flesh', 'The Way of all Flesh']","Butler","Samuel","Q255074",15,"2084",1903,"(['novel'], ['novel'])","Gutenberg-US"
"196","THE_WAY_WE_LIVE_NOW_Q7773866",0.16636459934805,0.104664811137441,"ENG","THE_WAY_WE_LIVE_NOW","['The Way We Live Now']","Trollope","Anthony","Q7773866",11,"5231",1875,"(['satire'], ['novel'])","Gutenberg-US"
"197","THE_WILD_IRISH_GIRL_Q7774872",0.619558723877394,0.109711170236967,"ENG","THE_WILD_IRISH_GIRL","['Wild Irish Girl', 'The Wild Irish Girl', 'The Wild Irish Girl: A National Tale', 'Wild Irish Girl of the title', 'The Wild Irish Girl : A National Tale', 'Wild Irish Girl']","Sydney","Morgan","Q7774872",53,"ebooks@adelaide",1806,"(['epistolary novel'], [])","ebooks@adelaide"
