years_covered;Carruther;Caserio;Chandler;Chang;Curran;David;DeMaria;Einhaus;Flint;Foster;Glover;Grenby;Ingrassia;Kelleher_1;Kelleher_2;Keymer;Looser;Mangham;Marcus;Marshall;Maxwell;Peterson;Poplawski;Richetti_1;Richetti_2;Shattock;Schiach
1592;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1593;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1594;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1595;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1596;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1597;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1598;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1599;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1600;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1601;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1602;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1603;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1604;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1605;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1606;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1607;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1608;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1609;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1610;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1611;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1612;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1613;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1614;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1615;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1616;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1617;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1618;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1619;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1620;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1621;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1622;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1623;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1624;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1625;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1626;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1627;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1628;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1629;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1630;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1631;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1632;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1633;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1634;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1635;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1636;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1637;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1638;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1639;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1640;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1641;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1642;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1643;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1644;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1645;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1646;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1647;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1648;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1649;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1650;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1651;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1652;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1653;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1654;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1655;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1656;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1657;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1658;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1659;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
1660;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1661;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1662;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1663;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1664;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1665;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1666;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1667;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1668;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1669;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1670;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1671;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1672;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1673;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1674;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1675;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1676;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1677;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1678;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1679;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1680;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1681;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1682;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1683;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1684;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1685;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1686;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1687;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1688;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1689;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1690;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1691;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1692;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1693;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1694;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1695;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1696;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1697;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1698;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1699;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1700;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1701;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1702;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1703;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1704;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1705;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1706;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1707;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1708;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1709;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1710;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1711;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1712;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1713;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1714;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1715;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1716;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1717;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1718;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1719;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1720;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1721;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1722;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1723;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1724;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1725;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1726;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1727;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1728;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1729;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1730;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1731;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1732;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1733;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1734;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1735;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1736;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1737;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1738;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1739;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1740;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0
1741;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1742;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1743;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1744;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1745;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1746;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1747;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1748;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1749;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1750;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1751;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1752;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1753;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1754;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1755;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1756;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1757;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1758;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
1759;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1760;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1761;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1762;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1763;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1764;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1765;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1766;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1767;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1768;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1769;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1770;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1771;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1772;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1773;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1774;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1775;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1776;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1777;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1778;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1779;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1780;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0
1781;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1782;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1783;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1784;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1785;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1786;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1787;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1788;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1789;1;1;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1790;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1791;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1792;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1793;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0
1794;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1795;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1796;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1797;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1798;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1799;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1800;1;1;0;1;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1801;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1802;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1803;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1804;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1805;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1806;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1807;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1808;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1809;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1810;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1811;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1812;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1813;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1814;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1815;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1816;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1817;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1818;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0
1819;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1820;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1821;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1822;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1823;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1824;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1825;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1826;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1827;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1828;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1829;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0
1830;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;1;0
1831;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0
1832;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0
1833;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0
1834;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0
