title;Athenaeum
Dramatis Personae 1910 (June 4,1864);1
Dramaturgic Studies 1354 (October 8,1853);1
The Draper in Australia 1511 (October 11,1856);1
Drawing and Measuring Instruments 2291 (September 23,1871);1
Drawing for Schools 1382 (April 22,1854);1
Drawing from Nature Illustrated 1994 (January 13,1866);1
Drawing-room Charades for Acting 1524 (January 10,1857);1
The Drawing-Room Dances 1008 (February 20,1847);1
Drawing Room Plays 2204 (January 22,1870);1
The Drawing-room Sibyl 1484 (April 5,1856);1
The Drawing-Room Table Book 1050 (December 11,1847);1
The Drawing-Room Table-Book 1314 (January 1,1853);1
Drawn from Life 2252 (December 24,1870);1
The Draytons and the Davenants 2044 (December 29,1866);1
"The Dream, and other Poems; by Mrs. George Lenox-Conyngham 297 (July 6,1833)";1
"The Dream, and other Poems; by Mrs. Norton Anderson 661 (June 27,1840)";1
Dream Life 1279 (May 1,1852);1
The Dream Numbers 2121 (June 20,1868);1
The Dream of Freedom, and other Poems 1583 (February 27,1858);1
The Dream of Gerontius 1994 (January 13,1866);1
"A Dream of Idleness; and other Poems 1960 (May 20,1865)";1
The Dream of Little Tuk 1050 (December 11,1847);1
A Dream of Lost Love 1782 (December 21,1861);1
The Dream of Pythagoras 1412 (November 18,1854);1
A Dream of Reform 1085 (August 12,1848);1
The Dream of the Lillybell 918 (May 31,1845);1
The Dream of the Opium Eater 979 (August 1,1846);1
Dream 1458 (October 6,1855);1
The Dreamer and the Worker 1221 (March 22,1851);1
The Dreaming Girl, and other Poems 696 (February 27,1841);1
"Dreamland; with other Poems 1791 (February 22,1862)";1
Dreams and Realities 1851 (April 18,1863);1
"Dreams of Victory and Defeat; and other Poems 2290 (September 16,1871)";1
Dreamthorp 1866 (August 1,1863);1
Dred 1505 (August 30,1856);1
Drei Erzahlungen fur Kinder 900 (January 25,1845);1
Dresden Album 1506 (September 6,1856);1
Dress: a Few Words upon Fashion and her Idols 1653 (July 2,1859);1
Dress and Fine Art 1390 (June 17,1854);1
Dresser's Development of Ornamental Art in the International Exhibition 1818 (August 30,1862);1
Dresses and Decorations of the Middle Ages. Part 1 660 (June 20,1840);1
Dresses and Decorations of the Middle Ages, from the Seventh to the Seventeenth Centuries 772 (August 13,1842);1
Drift: a Sea-Shore Idyl, and other Poems 2064 (May 18,1867);1
Drift 1799 (April 19,1862);1
Drifted and Sifted 2248 (November 26,1870);1
Drifting and Steering 2249 (December 3,1870);1
Drops of Water 1225 (April 19,1851);1
The Drowned Women of Wigton, a Romance of the Covenant 1823 (October 4,1862);1
The Druid Talisman 929 (August 16,1845);1
The Druidess 956 (February 21,1846);1
The Druidical Temples of the County of Wilts 989 (October 10,1846);1
Drummond 2259 (February 11,1871);1
The Drunkard 754 (April 9,1842);1
The Druses of the Lebanon 1420 (January 13,1855);1
The Druzes and the Maronites under the Turkish Rule, from 1840 to 1860 1799 (April 19,1862);1
The Dry Collodion Process 1556 (August 22,1857);1
Dry Leaves from Young Egypt 1290 (July 17,1852);1
Dry Sticks 1576 (January 9,1858);1
"Dryope; and other Poems 1766 (August 31,1861)";1
Du Bourg 1260 (December 20,1851);1
Du Pouvoir et de la Liberte 1385 (May 13,1854);1
The Duality of the Mind proved by the Structure, Functions, and Diseases of the Brain 954 (February 7,1846);1
Dublin Examination Papers for the Year 1860 1688 (March 3,1860);1
The Dublin Literary Gazette 163 (December 11,1830);1
Dublin Medical Press. Number 22 608 (June 22,1839);1
The Dublin University Calendar for 1833 272 (January 12,1833);1
The Dublin University Calendar 330 (February 22,1834);1
The Dublin University Review. No. l 272 (January 12,1833);1
Le Duc du Roussillon, Etc - Origines, Migrations, Philologie et Monuments Antiques. Volume I 2078 (August 24,1867);1
Duchess Agnes, Etc 1942 (January 14,1865);1
Duchess Eleanour 1383 (April 29,1854);1
The Duchess of Berri in La Vendee. Four notices 307 (September 14,1833);1
The Duchess of Malfi 1206 (December 7,1850);1
The Duchess of Trajetto 1835 (December 27,1862);1
The Duchess 1209 (December 28,1850);1
Dudley Castle in the Black Country 2289 (September 9,1871);1
Dudley Cranbourne 1114 (March 3,1849);1
Dudley Ronan 1348 (August 27,1853);1
The Dudleys 1661 (August 27,1859);1
Il Duello e La Moderna Civilta 2216 (April 16,1870);1
The Duke and the Cousin 623 (October 5,1839);1
"Duke Ernest: a Tragedy; and other Poems 2020 (July 14,1866)";1
The Duke's Honour 2201 (January 1,1870);1
Dumbleton Common 2054 (March 9,1867);1
The Dumfries Album 1545 (June 6,1857);1
Dunboy, and other Poems 1740 (March 2,1861);1
Dunellan Manse 1470 (December 29,1855);1
Dunham's Multiplication and Division Tables from One to Ten Millions 2229 (July 16,1870);1
Dunlop's Calculator for Instantaneous Calculating. No. II 1918 (July 30,1864);1
Dunlop's Calculator No. 1 for Multiplication and Division 1840 (January 31,1863);1
Dunmara 1943 (January 21,1865);1
"Dunois; and other Poems 1641 (April 9,1859)";1
Dunvarlick 1964 (June 17,1865);1
The Duodecimal Scale 1413 (November 25,1854);1
Duodecimo 1110 (February 3,1849);1
Dura Den: a Monograph of the Yellow Sandstone and its Remarkable Fossil Remains 1668 (October 15,1859);1
Durnton Abbey 2283 (July 29,1871);1
Dust and Foam 1644 (April 30,1859);1
Dutch Pictures 1772 (October 12,1861);1
The Dutch Republics of South Africa 2264 (March 18,1871);1
"The Dutchman's Fireside; a Tale 200 (August 26,1831)";1
Duties of Judge Advocates 964 (April 18,1846);1
The Duties of Men 343 (May 24,1834);1
The Duties of the Christian Ministry 932 (September 6,1845);1
The Duties of the State to its Infant Poor 1121 (April 21,1849);1
The Duties, Rights, and Liabilities of Justices of the Peace 1306 (November 6,1852);1
The Dutt Family Album 2253 (December 31,1870);1
The Duty and Advantage of Learning to Sing 967 (May 9,1846);1
"Dwellers on the Threshold; or, Magic and Magicians 1914 (July 2,1864)";1
The Dynamical Theory of the Formation of the Earth 1219 (March 8,1851);1
Dynamics of a Particle 1478 (February 23,1856);1
Dynamics of a System of Rigid Bodies 1744 (March 30,1861);1
Dynamics of Nerve and Muscle 2276 (June 10,1871);1
Dynevor Terrace 1539 (April 25,1857);1
Dysphonia Clericorum 1205 (November 30,1850);1
E pur si muove 2022 (July 28,1866);1
The Eagle's Nest in the Valley of Sixt 1711 (August 11,1860);1
The Ear in Health and Disease 1418 (December 30,1854);1
"Earl Godwin's Feast; and Other Poems 1575 (January 2,1858)";1
The Earl of Gowrie, a Tragedy 949 (January 3,1846);1
The Earl of Leicester 837 (November 11,1843);1
The Earlier Poems 1526 (January 24,1857);1
The Earl's Cedars 1690 (March 17,1860);1
"The Earl's Choice; and Other Poems 1847 (March 21,1863)";1
The Earl's Daughter 1182 (June 22,1850);1
Earl's Dene 2258 (February 4,1871);1
The Earls of Derby, and Verse Writers and Poets of the Sixteenth and Seventeenth Centuries 1347 (August 20,1853);1
The Earls of Kildare, and their Ancestors, from 1057 to 1773 1822 (September 27,1862);1
The Earls of Kildare, and their Ancestors 1597 (June 5,1858);1
Early Ancient History, or the Ante-Greek Period 1609 (August 28,1858);1
Early Cambridge University and College Statutes, in the English Language 1523 (January 3,1857);1
Early Christianity in Arabia 1425 (February 17,1855);1
Early Cumberland and Westmoreland Friends 2281 (July 15,1871);1
The Early Dawn 1526 (January 24,1857);1
Early Days of the Society of Friends 660 (June 20,1840);1
Early Death not Premature 1493 (June 7,1856);1
Early Difficulties in Writing Latin 2185 (September 11,1869);1
Early Dutch, German and English Printers' Marks 2198 (December 11,1869);1
"Early Egyptian History for the Young; by the Author of ""Sidney Grey"" and her Sister 1781 (December 14,1861)";1
The Early English Church 660 (June 20,1840);1
Early English-Latin Dictionary 2000 (February 24,1866);1
The Early English Metrical Romances of Perceval, Isumbras, Eglamour, and Degrevant 899 (January 18,1845);1
The Early Flemish Painters 1521 (December 20,1856);1
"The Early French Poets; Translations 962 (April 4,1846)";1
Early Influence 987 (September 26,1846);1
The Early Italian Poets from Ciullo d'Alcamo to Dante Alighieri 1100 - 1200 - 1300, in the Original Metres, together with Dante's Vita Nuova 1791 (February 22,1862);1
Early Italy, the Empire and the Papary 1330 (April 23,1853);1
The Early Jesuit Missions in North America 1026 (June 26,1847);1
The Early Life of Dante Alighieri 989 (October 10,1846);1
Early Musings 1365 (December 24,1853);1
Early Musings 1406 (October 7,1854);1
The Early Naval Ballads of England 710 (June 5,1841);1
Early Oriental History 1256 (November 22,1851);1
Early Pencillings from Punch 1918 (July 30,1864);1
The Early Primrose: Poems 1660 (August 20,1859);1
The Early Races of Scotland, and their Monuments 2008 (April 21,1866);1
The Early Races of Scotland 2077 (August 17,1867);1
Early Sassanian Inscriptions, Seals, and Coins 2151 (January 16,1869);1
Early Sketches of Eminent Persons 2226 (June 25,1870);1
The Early Start in Life 2040 (December 1,1866);1
Early Struggles 1573 (December 19,1857);1
Early Voyages to Terra Australis, now called Australia 1679 (December 31,1859);1
Early Years and Late Reflections. Volume IV 1581 (February 13,1858);1
The Early Years of Alexander Smith, Poet and Essayist 2193 (November 6,1869);1
The Early Years of Christianity 2191 (October 23,1869);1
The Early Years of His Royal Highness the Prince Consort 2075 (August 3,1867);1
Earnest, and The Pilgrim Poet, Etc 2041 (December 8,1866);1
An earnest Plan for the Reign of Temperence and Peace 1262 (January 3,1852);1
"Earnestness; a Sequel to Thankfulness 1179 (June 1,1850)";1
The Earth. I. The Continents 2109 (March 28,1868);1
The Earth: a Descriptive History of the Phenomena of the Life of the Globe 2279 (July 1,1871);1
The Earth and its Inhabitants 1325 (March 19,1853);1
The Earth and its Mechanisms 1836 (January 3,1863);1
The Earth and Man 1179 (June 1,1850);1
The Earth and the Seas 1917 (July 23,1864);1
The Earth, Plants and Man 1315 (January 8,1853);1
The Earth we Inhabit 1637 (March 12,1859);1
Earthly Idols 1553 (August 1,1857);1
The Earthly Paradise. Part IV 2251 (December 17,1870);1
The Earthly Paradise: a Poem. Part III 2200 (December 25,1869);1
The Earthly Paradise: a Poem 2118 (May 30,1868);1
The Earth's Antiquity in Harmony with the Mosaic Record of Creation 1142 (September 15,1849);1
The Earth's Crust: a Handy Outline of Geology 1917 (July 23,1864);1
The Earth's History 2194 (November 13,1869);1
The East and the West 1954 (April 8,1865);1
East and West, a Diplomatic History of the Annexation of the Ionian Islands to the Kingdom of Greece 1954 (April 8,1865);1
East and West, and other Poems 1671 (November 5,1859);1
East and West 1784 (January 4,1862);1
East and West 2257 (January 28,1871);1
The East Coast of England 1760 (July 20,1861);1
East India. Papers relating to Bootan 1962 (June 3,1865);1
The East India Sketch-Book. Volumes III and IV 317 (November 23,1833);1
The East India Voyager 615 (August 10,1839);1
East Lynne: a Story of Modern Life 1772 (October 12,1861);1
Eastbourne 1775 (November 2,1861);1
Eastbury 1210 (January 4,1851);1
Easter Holidays at Cedar Grove 1600 (June 26,1858);1
Easter Week 1857 (May 30,1863);1
Eastern and Egyptian Scenery, Ruins, &c. 281 (March 16,1833);1
Eastern Churches 1171 (April 6,1850);1
Eastern Counties Post Office Directory: Norfolk, Suffolk and Cambridge 1646 (May 14,1859);1
Eastern England, from the Thames to the Humber 1963 (June 10,1865);1
Eastern Europe and the Emperor Nicholas. Volume III 976 (July 11,1846);1
Eastern Europe and the Emperor Nicholas 958 (March 7,1846);1
Eastern Europe and Western Asia 1903 (April 16,1864);1
Eastern Experiences 1481 (March 15,1856);1
Eastern Experiences 2301 (December 2,1871);1
Eastern Hospitals and English Nurses 1486 (April 19,1856);1
The Eastern Hunters 2077 (August 17,1867);1
Eastern Life, Present and Past 1070 (April 29,1848);1
An Eastern Love-Story. Kusa Jatakaya: a Buddhistic Legend 2289 (September 9,1871);1
Eastern Mails 2029 (September 15,1866);1
Eastern Pearls 1900 (March 26,1864);1
The Eastern Question on English Question 1366 (December 31,1853);1
Eastern Shores of the Adriatic in 1863 1901 (April 2,1864);1
Eastern Studies 1902 (April 9,1864);1
The Eastern War. Part I 1402 (September 9,1854);1
Easton and its Inhabitants 1596 (May 29,1858);1
Eastward 1998 (February 10,1866);1
"Eastwards; or, Realities of Indian Life 1921 (August 20,1864)";1
Easy and Practical Introduction to the French Language 1202 (November 9,1850);1
An Easy English Grammar for Beginners 1797 (April 5,1862);1
An Easy Guide to French Conversation on a New Plan 1349 (September 3,1853);1
An Easy Guide to Geography and the Use of the Globes 981 (August 15,1846);1
"An Easy Introduction to Chemistry; reviewed in 1842 755 (April 16,1842)";1
"An Easy Introduction to Chemistry; reviewed in 1847 755 (April 16,1842)";1
Easy Latin Exercises for Beginners 1778 (November 23,1861);1
Easy Latin Prose Exercises 2103 (February 15,1868);1
Easy Lessons on Money Matters 301 (August 3,1833);1
Easy Lessons on Reasoning 842 (December 16,1843);1
Ebb and Flow. The Curiosities and Marvels of the Sea-Shore 1713 (August 25,1860);1
Ebb and Flow 1669 (October 22,1859);1
Eben Erskine 294 (June 15,1833);1
Ecce Agnus Dei! or, Christianity without Mystery 2130 (August 22,1868);1
Ecce Homines 2047 (January 19,1867);1
Ecce Spiritus Opus. The Church of Christ a Broad Church 2138 (October 17,1868);1
The Eccentric Lover 903 (February 15,1845);1
Eccentric Personages 1929 (October 15,1864);1
Eccentricity 1671 (November 5,1859);1
Ecclesia Anglicana 290 (May 18,1833);1
Ecclesia 760 (May 21,1842);1
Ecclesia 2212 (March 19,1870);1
The Ecclesiastical and Architectural Topography of England. Part III. Suffolk 1454 (September 8,1855);1
The Ecclesiastical and Architectural Topography of England. Parts I - III 1155 (December 15,1849);1
The Ecclesiastical and Political History of the Popes of Rome during the Sixteenth and Seventeenth Centuries. Two notices 664 (July 18,1840);1
Ecclesiastical Antiquities of Down, Connor, and Dromore 1036 (September 4,1847);1
Ecclesiastical Art in Germany during the Middle Ages 2228 (July 9,1870);1
An Ecclesiastical Biography. Volume I 944 (November 29,1845);1
The Ecclesiastical Cyclopaedia 1784 (January 4,1862);1
An Ecclesiastical Dictionary 1378 (March 25,1854);1
Ecclesiastical Documents 650 (April 11,1840);1
"An Ecclesiastical History from the Earliest Period to the Present Time; by the Editor of the Cambridge edition of Elrington's Euclid 1029 (July 17,1847)";1
The Ecclesiastical History of England and Normandy 1481 (March 15,1856);1
Ecclesiastical History of England, from the Opening of the Long Parliament to the Death of Oliver Cromwell 2054 (March 9,1867);1
The Ecclesiastical History of New England. Volume I 1452 (August 25,1855);1
An Ecclesiastical History of Scotland from the Introduction of Christianity to the Present Time 1821 (September 20,1862);1
The Ecclesiastical History of the Venerable Bede 2169 (May 22,1869);1
Ecclesiastical Reminiscences of the United States ?;1
The Ecclesiologist. Numbers XVI. and XVII. 791 (December 24,1842);1
Echoes from Dream Land 1711 (August 11,1860);1
Echoes from the Harp of France 1686 (February 18,1860);1
Echoes of an Old Bell, and other Tales of Fairy Lore 1937 (December 10,1864);1
Echoes of Germanic Myths in Shakspeare 1986 (November 18,1865);1
Echoes of Holy Thoughts 2291 (September 23,1871);1
Echoes of many Voices from many Lands 1966 (July 1,1865);1
Echoes of the Past, Present and Future 2231 (July 30,1870);1
Eclogae Aristophanicae. Part I 1294 (August 14,1852);1
Eclogae Curtianae. Second Edition 1211 (January 11,1851);1
Eclogae Herodoteae. Part I 1307 (November 13,1852);1
Eclogae Latinae 1952 (March 25,1865);1
Eclogues and Monodramas 1933 (November 12,1864);1
The Economic and Comprehensive English Dictionary 1807 (June 14,1862);1
The Economical Housekeeper 1570 (November 28,1857);1
The Economy of Capital 1945 (February 4,1865);1
The Economy of Cookery 1764 (August 17,1861);1
Economy of Life 2147 (December 19,1868);1
Economy of the Labouring Classes 1566 (October 31,1857);1
"The Economy of Vegetation; by a Fellow of the Linnaean Society 641 (February 8,1840)";1
Economy of Waste Manures 904 (February 22,1845);1
Economy 921 (June 21,1845);1
Ecumenical Councils 2230 (July 23,1870);1
"Ed-Dimiryaht: an Oriental Romance; and other Poems 2072 (July 13,1867)";1
Eda Morton 1086 (August 19,1848);1
Edda Saemundar Hinns Froda. Part I 2006 (April 7,1866);1
Edelweiss: a Tale 1803 (May 17,1862);1
Edelweiss 2174 (June 26,1869);1
"Eden; and other Poems 1953 (April 1,1865)";1
Ederline: a Legend of Thorncliffe. In Verse 2209 (February 26,1870);1
Edgina 635 (December 28,1839);1
The Edible Mollusks of Great Britain and Ireland, with Recipes for Cooking Them 2079 (August 31,1867);1
The Edinburgh Academic Annual 646 (March 14,1840);1
Edinburgh and its Neighbourhood, Geological and Historical. With the Geology of the Bass Rock 1891 (January 23,1864);1
Edinburgh Cabinet Library - Scandinavia, Ancient and Modern 591 (February 23,1839);1
Edinburgh Dissected 1544 (May 30,1857);1
Edinburgh Essays, 1856 1530 (February 21,1857);1
The Edinburgh High School French Conversation-Grammar 1778 (November 23,1861);1
Edinburgh, Old and New. The Forty-First Annual Meeting of the British Association for the Advancement of Science, 1871 2283 (July 29,1871);1
Edinburgh or It now is, and may be 1470 (December 29,1855);1
Edinburgh Papers. The Romantic Scottish Ballads: their Epoch and Authorship 1671 (November 5,1859);1
Edinburgh Papers 1696 (April 28,1860);1
The Edinburgh Tales 928 (August 9,1845);1
Edith Frankheart 1531 (February 28,1857);1
Edith Grey 1669 (October 22,1859);1
Edith of Graystock, a Poem 280 (March 9,1833);1
Edith Vernon 1435 (April 28,1855);1
Edith Vernon's Life-Work 1938 (December 17,1864);1
Edith 1601 (July 3,1858);1
Edith 2291 (September 23,1871);1
Edith's Marriage 2096 (December 28,1867);1
An Editor off the Line 1957 (April 29,1865);1
An Editor's Tales 2230 (July 23,1870);1
Edmondale 1759 (July 13,1861);1
Edmund Burke: a Historical Sketch 2092 (November 30,1867);1
Edmund Burke: a Lecture 1814 (August 2,1862);1
Edmund Burke 1347 (August 20,1853);1
Education and School. Second edition 2108 (March 21,1868);1
Education and Training considered as a Subject for State Legislation 2125 (July 18,1868);1
Education and Training considered as a Subject for State Legislation 2215 (April 9,1870);1
Education as a Means of preventing Destitution 1251 (October 18,1851);1
Education in Early England 2087 (October 26,1867);1
Education in England, Wales and Scotland. Two Volumes 1391 (June 24,1854);1
Education in Oxford 1744 (March 30,1861);1
The Education of Character 1527 (January 31,1857);1
Education of the Heart 2224 (June 11,1870);1
The Education of the People 1033 (August 14,1847);1
The Education of the People 1590 (April 17,1858);1
The Education of the Poor in England and Europe 969 (May 23,1846);1
"Education: showing what is done; what is not done; what we can do; what we must do, to Educate the People 984 (September 5,1846)";1
Education 1242 (August 16,1851);1
The Educational Institutions of the United States, their Character and Organisation 1342 (July 16,1853);1
The Educational Use of Fairy Tales 2161 (March 27,1869);1
"The Educator; Prize Essays on the Expediency and Means of Elevating the Profession of the Educator in Society 612 (July 20,1839)";1
Edward Charlton 1265 (January 24,1852);1
Edward Irving: an Ecclesiastical and Literary Biography 1419 (January 6,1855);1
Edward the Black Prince 1012 (March 20,1847);1
Edward Willoughby. Two Volumes 1391 (June 24,1854);1
Edward Wortley Montagu: an Autobiography 2194 (November 13,1869);1
Edward's Botanical Register. Volume VI 336 (April 5,1834);1
Edwin in the Fair 770 (July 30,1842);1
Edwin of Deira 1763 (August 10,1861);1
Edwin 207 (October 15,1831);1
Edwy and Elgiva: a Tragedy 1951 (March 18,1865);1
Edwy 763 (June 11,1842);1
Efe's Dammim 727 (October 2,1841);1
The Effect of Climate on Tuberculous Disease 1588 (April 3,1858);1
The Effect of Septic Inhalations on the Lungs and General Health 1643 (April 23,1859);1
Effects of all Moods 1744 (March 30,1861);1
The Effects of Literature upon the Moral Character 641 (February 8,1840);1
An Efficient Remedy for the Distress of Nations 817 (June 24,1843);1
"Effie Campbell; and other Poems 1914 (July 2,1864)";1
Effie Vernon 1736 (February 2,1861);1
Effie's Friends 1936 (December 3,1864);1
Egeria 1210 (January 4,1851);1
The Egerton Papers. - A Collection of Public and Private Documents, chiefly illustrative of the the times of Elizabeth and James I 670 (August 29,1840);1
The Eggs of British Birds 1372 (February 11,1854);1
Egidius Tschudi, as a Statesman and Historian 1539 (April 25,1857);1
Egmont 1094 (October 14,1848);1
Egmont 1301 (October 2,1852);1
Egmont 2128 (August 8,1868);1
Egypt and Mohammed Ali 339 (April 26,1834);1
Egypt and the Bible 1360 (November 19,1853);1
Egypt and the Books of Moses 898 (January 11,1845);1
Egypt and the Great Suez Canal 1544 (May 30,1857);1
Egypt and the Holy Land in 1842 818 (July 1,1843);1
Egypt and the Nile considered as a Winter Resort for Pulmonary and other Invalids 2102 (February 8,1868);1
Egypt, in its Biblical Relations and Moral Aspect 1737 (February 9,1861);1
Egypt, its Climate, Character, and Resources as a Winter Resort 1534 (March 21,1857);1
Egypt, the Soudan, and Central Africa 1744 (March 30,1861);1
Egypt under Mehemet Ali 905 (March 1,1845);1
Egypt under the Government of Mohammed Aly 654 (May 9,1840);1
Egypt under the Pharaohs 990 (October 17,1846);1
Egypt 2033 (October 13,1866);1
Egyptian Antiquities in the British Museum 1811 (July 12,1862);1
Egyptian Chronicles 1745 (April 6,1861);1
Egyptian Court 1390 (June 17,1854);1
Egyptian Hieroglyphics 1773 (October 19,1861);1
Egyptian Mythology and Egyptian Christianity 1872 (September 12,1863);1
Egyptian Sepulchres and Syrian Shrines 1774 (October 26,1861);1
The Egyptians in the time of the Pharaohs 1530 (February 21,1857);1
Egypt's Place in Universal History. Volume III 1634 (February 19,1859);1
Egypt's Place in Universal History: an Historical Investigation, in Five Books 1408 (October 21,1854);1
Egypt's Place in Universal History 1076 (June 10,1848);1
Egypt's Record of Time to the Exodus of Israel, Critically Investigated 2166 (May 1,1869);1
Eight Comedies of Aristophanes 2098 (January 11,1868);1
Eight Months' Campaign against the Bengal Sepoy Army, during the Mutiny of 1857 1606 (August 7,1858);1
Eight Weeks in Germany 774 (August 27,1842);1
An Eight Weeks' Journal in Norway in 1852, with Rough Outlines 1343 (July 23,1853);1
Eight years in British Guiana 1174 (April 27,1850);1
Eight Years in Syria, Pallestine, and Asia Minor, from 1842 to 1850 1244 (August 30,1851);1
Eight Years' Wanderings in Ceylon 1472 (January 12,1856);1
The Eighteen Christian Centuries 1576 (January 9,1858);1
Eighteen Hundred and Twelve 1122 (April 28,1849);1
Eighteen Treatises from the Mishna 798 (February 11,1843);1
Eighteen Years on the Gold Coast of Africa 1331 (April 30,1853);1
The Eighteenth Century 1513 (October 25,1856);1
Eighth and Ninth Annual Reports of the Registrar-General of Births, Deaths, and Marriages in England. 1848 1095 (October 21,1848);1
Eighth Report of the Commissioners of National Education in Ireland 780 (October 8,1842);1
Eighty Years of Republican Life in the United States 2093 (December 7,1867);1
Eighty Years' Progress of the United States. Volumes I and II 1799 (April 19,1862);1
Eildon Manor 1782 (December 21,1861);1
Eiler and Helvig 1862 (July 4,1863);1
Die Einheit der Religionen im Zusammenhange mit den Volkerwanderungen der Urzeit und der Geheimbehre 2220 (May 14,1870);1
Eireeneespaid'agathoonte-gigantaiosphilos 1290 (July 17,1852);1
El Dorado 2076 (August 10,1867);1
The Elasticity, Extensibility and Tensile Strength of Iron and Steel 2166 (May 1,1869);1
The Eldest Miss Simpson, her Haps and Mishaps 2029 (September 15,1866);1
Eldorado 1183 (June 29,1850);1
Eleanor Morrison 1704 (June 23,1860);1
Eleanor's Victory 1873 (September 19,1863);1
The Election Statutes and Corrupt Practices Act 1646 (May 14,1859);1
The Election 668 (August 15,1840);1
The Election 733 (November 13,1841);1
Elective Polarity the Universal Agent 914 (May 3,1845);1
Electoral Facts from 1832 to 1852 1283 (May 29,1852);1
Electra 1346 (August 13,1853);1
Electric Telegraph Manipulation 1173 (April 20,1850);1
The Electric Telegraph 2052 (February 23,1867);1
Electrical Conditions applied to Facts connected with Heat, Crystallization, Meteorology, &c. 1077 (June 17,1848);1
Electrical Intercommunication in Trains in Motion 2047 (January 19,1867);1
Electricity 2023 (August 4,1866);1
The Electro-Chemical Bath 1517 (November 22,1856);1
Electro-Chemistry, with Positive Results 1628 (January 8,1859);1
Electrography 1480 (March 8,1856);1
Elegant Arts for Ladies 1486 (April 19,1856);1
Elegant Life at Paris 1566 (October 31,1857);1
Elegiac Extracts from Tibullus and Ovid 696 (February 27,1841);1
Elegiac Poems 810 (May 6,1843);1
The Elegies of Propertius. Translated by C. R. Moore 2282 (July 22,1871);1
The Elegies of Propertius. Translated by F. A. Paley 1365 (December 24,1853);1
Elegy on Wellington 1327 (April 2,1853);1
Elegy to Napoleon 1012 (March 20,1847);1
An Elegy written in a Country Churchyard 1364 (December 17,1853);1
Elementary Anatomy and Physiology 1274 (March 27,1852);1
Elementary and Practical Instructions on the Art of Building Cottages and Houses for the Humbler Classes 374 (December 27,1834);1
Elementary Arithmetic 1500 (July 26,1856);1
An Elementary Atlas of History and Geography 1464 (November 17,1855);1
An Elementary Course of Botany 1562 (October 3,1857);1
Elementary Course of Civil Engineering 739 (December 25,1841);1
An Elementary Course of Geology, Mineralogy, and Physical Geography 1198 (October 12,1850);1
Elementary Course of Mathematics 2046 (January 12,1867);1
An Elementary Course of Plane Geometry 2150 (January 9,1869);1
The Elementary Education Act, 1870 ?;1
An Elementary English Grammar 1538 (April 18,1857);1
Elementary Examples in Practical Mechanics 1723 (November 3,1860);1
Elementary Exercises in Greek Prose Composition 1652 (June 25,1859);1
Elementary Geography 1706 (July 7,1860);1
Elementary Geology 2086 (October 19,1867);1
Elementary Geometry. Part I 2125 (July 18,1868);1
An Elementary Grammar and Easy Guide to Conversation for Travellers in Spain 2081 (September 14,1867);1
An Elementary Grammar of Old Norse or the Icelandic Language 2239 (September 24,1870);1
An Elementary Greek Grammar 2213 (March 26,1870);1
An Elementary Greek Reader, from Homer 1304 (October 23,1852);1
An Elementary Handbook of Physics 2288 (September 2,1871);1
Elementary History of the Progress of the Art of War 1594 (May 15,1858);1
Elementary Hydrostatics 1366 (December 31,1853);1
Elementary Hydrostatics 1862 (July 4,1863);1
Elementary Instruction in the Art of Illumination and Missal Painting on Vellum 1185 (July 13,1850);1
An Elementary Introduction to Minerology 1308 (November 20,1852);1
An Elementary Introduction to the Nautical Almanac 785 (November 12,1842);1
An Elementary Latin Grammar, for the Use of Schools 1870 (August 29,1863);1
An Elementary Latin Grammar 1836 (January 3,1863);1
Elementary Lessons in Astronomy 2131 (August 29,1868);1
Elementary Lessons in Logic 2244 (October 29,1870);1
Elementary Mensuration 2122 (June 27,1868);1
Elementary Natural Philosophy 2287 (August 26,1871);1
Elementary Principles of Fortification 1764 (August 17,1861);1
Elementary Rules of Algebra for National Schools 1590 (April 17,1858);1
Elementary Sketches of Moral Phlosophy, delivered at the Royal Institution in the Years 1804, 1805 and 1806 1177 (May 18,1850);1
The Elementary Sounds of the English Language and their Classification 1213 (January 25,1851);1
An Elementary Speaking French Grammar 1274 (March 27,1852);1
An Elementary Text-Book of the Microscope 1921 (August 20,1864);1
Elementary Theorems relating to Determinants 1218 (March 1,1851);1
An Elementary Treatise on Conic Sections, and Algebraic Geometry 1380 (April 8,1854);1
An Elementary Treatise on Crystallography 1077 (June 17,1848);1
An Elementary Treatise on Electrical Management 2118 (May 30,1868);1
An Elementary Treatise on Electrical Measurement 2145 (December 5,1868);1
An Elementary Treatise on Heat 2045 (January 5,1867);1
An Elementary Treatise on Hydrostatics and Hydrodynamics 1001 (January 2,1847);1
An Elementary Treatise on Logarithms 1675 (December 3,1859);1
An Elementary Treatise on Logic 1322 (February 26,1853);1
An Elementary Treatise on Mechanics 1469 (December 22,1855);1
An Elementary Treatise on Mensuration 1863 (July 11,1863);1
Elementary Treatise on Metallic Currency 1362 (December 3,1853);1
Elementary Treatise on Natural Philosophy 2288 (September 2,1871);1
Elementary Treatise on Physics, Elementary and Applied 1843 (February 21,1863);1
An Elementary Treatise on Quaternions 2084 (October 5,1867);1
An Elementary Treatise on Solid Geometry 1998 (February 10,1866);1
An Elementary Treatise on Solid Geometry 2019 (July 7,1866);1
An Elementary Treatise on Statics 2305 (December 30,1871);1
