ID;Year;Author Ed.;Author;Translator;Short Title;Title;Publisher;Format;Review Reference;Catalogue Numbers;Notes;Further Editions
1775_5;1775;ANON.;ANON.;;THE EMBARRASSED LOVERS OR;THE EMBARRASSED LOVERS OR, THE HISTORY OF HENRY CAREY, ESQ. AND THE HON. MISS CECILIA NEVILLE. IN A SERIES OF LETTERS. IN TWO VOLUMES.;London: Printed for W. Lane, N°. 33, Leadenhall Street 1775;"I 238p; II 278p, 12mo. 6s (CR, MR). ' .";"CR41: 241 (Mar 1776); MR53: 185 (Aug 1775).";"CSmH 125650; ESTC n065434.";2 pp. advs. end vol. 2. Epistolary.;
1775_6;1775;ANON.;ANON.;;THE GENERAL ELECTION;THE GENERAL ELECTION. A SERIES OF LETTERS CHIEFLY BETWEEN TWO FEMALE FRIENDS. IN TWO VOLUMES.;London: Printed for J. Walter, at Homer's Head, Charing-Cross, 1775.;"I 239p; II 248p. 12mo. 5s sewed (CR, SJC), 6s (MR).";"CR 39: 510 (June 1775); MR 53: 185 (Aug 1775).";"BL 12614.bbb.17; EM 289: 2: ESTC t071395.";Epistolary. Adv. SJC 6-9 May 1775. Extracts published LC 37: 529 and 549 (3-6 and 8-10 June 1775).;"London, 1779, ESTC n006689, and praised in SJC adv.; see Harriet (1771: 18)."
1775_7;1775;ANON.;ANON.;;HE IS FOUND AT LAST;HE IS FOUND AT LAST: OR, MEMOIRS OF THE BEVERLEY FAMILY. IN TWO VOLUMES.;London: Printed for F. and J. Noble, at their respective Circulating Libraries, in Holborn, and St Martin's Court, near Leicester-Fields, 1775.;"I 22lp, II 22lp; 12mo. 5s sewed (CR), 6s (MR), 5s sewed or 6s bound (SJC).";"CR 39: 510 (June 1775); MR 52: 187 (Feb 1775); AF II: 1865.";"BL 12612.bb.3; EM 167: 6; ESTC t066370 (BI 0). . , V 1 1 fi 11- 'Advertisement to the Country Booksellers', regarding the Nobles";"o . , na P· contest with Baldwin; 3 pp. advs. end vol. 2. Epistolary. Adv SJC 15-17Nov 1774.";Dublin, 1781 (Printed for C. Jackson, 2 vols., 12mo ), EM 3515: 14, ESTC n032704.
1775_8;1775;ANON.;ANON.;;THE IRISH GUARDIAN;THE IRISH GUARDIAN. A PATHETIC STORY. IN FOUR VOLUMES. BY A LADY.;London: Printed for Joseph Johnson, No. 72, St. Paul's Church-yard, 1775.;"I 204p; II 210p; III 252p; IV 285p. 12mo. 10s sewed (CR, MR, LC).";"CR40: 260-2 (Oct 1775);MR53: 515 (Dec 1775);AFII: 2211.";"C Hib.8.775.3-6; ESTC t167034 (NA ViUC).";"Following vol. 2, p. 210 are 2 pp. of errata numbered 205 and 206; following vol. 4, p. is5 are 2 pp. of errata numbered 207 and 208 followed by 2 unn. pp. advs. In both vols. errata page nos. in square brackets; preceding page nos. in parentheses. Epistolary. Adv. LC 37: 575 ( 15-17 June 1775).";Dublin, 1776 (Printed for W. Whitestone, 2 vols., 12mo ), ESTC t212443. German trans. Leipzig, 1776 (Der irlandische Vormund) (Price).
1775_9;1775;ANON.;ANON.;;*JULIA BENSON;"*JULIA BENSON; OR THE SUFFERINGS OF INNOCENCE; IN A SERIES OF LETTERS, FOUNDED ON WELL-KNOWN FACTS, TENDING TO GUARD THE MIND FROM INDULGENCE OF ILLICIT PLEASURES, AND THE FATAL EFFECTS OF FEMALE RESENTMENT.";London: Printed for W. Goldsmith, at No. 24, in Paternoster-Row (LC), 1775.;"I 137p; II 90p. 12mo. 6s (CR, MR), Ss sewed (LC).";"CR41: 241 (Mar 1776); MR 53: 184 (Aug 1775);AF II: 2329.";No copy located.;"FB suggests by Arthur Young. Epistolary. Adv., 'may be had in a few days', LC 37: 163 (16-18 Feb 1775); title is given as Julia Benson; or, the Flutterings of Innocence: In a Series of Letters: Founded on Facts.";"Dublin, 1784 (Printed by Charles Lodge, 2 vols., 12mo), EM 3521: 4, ESTC n032764. German trans. Leipzig, 1776 (Julie Benson, oder Die leidende Unschuld) (Price); French trans. Rotterdam, 1780 (Julie Benson, ou l'lnnocence opprimee) (BGR)."
1775_10;1775;ANON.;ANON.;;*THE MARRIED LIBERTINE;"*THE MARRIED LIBERTINE; OR, HISTORY OF MISS MELVILLE.";"London: Printed for F. Noble, near Middle Row, Holborn; and J. Noble, in St Martin's Court, near Leicester Fields (LC), 1775 (LC).";2 vols. Ss sewed (LC).;;No copy located.;Adv. LC 37: 148 (11-14 Feb 1775).;
1775_11;1775;ANON.;ANON.;;MEMOIRS OF A DEMI-REP OF FASHION;"MEMOIRS OF A DEMI-REP OF FASHION; OR, THE PRIVATE HISTORY OF MISS AMELIA GUNNERSBURY. CONTAINING CURIOUS ANECDOTES OF PERSONS OF THE ·FIRST RANK, WHICH ILLUSTRATE MANY CELEBRATED AND EMINENT CHARACTERS. IN TWO VOLUMES.";London: Printed for J. Dix, N°. 22, near St. John's Gate, 1775.;"I vi, 232p; II vi, 243p. 12mo. 6s (MR), Ss sewed (SJC).";"MR 54: 162 (Feb 1776); AF II: 2822.";"MnUWILS RAR825G959 OM; ESTC n010973 (NA CLU-S/C).";Table of contents i-vi each vol. Adv. LC 38: 564 (9-12 Dec 1775) and SJC 16-19 Dec 1775.;Dublin, 1776 (Printed for the United Company of Booksellers, 2 vols. in 1, 12mo), EM 329: 1, ESTC t072461.
1775_12;1775;ANON.;ANON.;;MEMOIRS OF MAITRE JACQUES;MEMOIRS OF MAITRE JACQUES, OF SAVOY.;"Bath: Printed by S. Hazard; for W. Owen, at Homer's-Head, in Fleet-Street, London, 1775.";I iv, 188p. 12mo. 2s sewed (CR, MR).;"CR41: 159 (Feb 1776);MR54: 197-202 (Mar 1776).";"BL RB.23.a.7519; ESTC t223568.";Preface iii-iv. Vol. 21783: 6.;
1775_13;1775;ANON.;ANON.;;THE MORNING RAMBLE;"THE MORNING RAMBLE; OR, HISTORY OF MISS EVELYN. IN TWO VOLUMES.";London: Printed for F. and J. Noble, at their respective Circulating Libraries, in Holborn, and St Martin's Court, near Leicester-Fields, 1775.;"I 208p, II 19lp; 12mo. 5s sewed (CR), 6s bound (MR), Ss sewed or 6s bound (SJC).";"CR39: 510 (June 1775); MR52: 186-7 (Feb 1775);AFII: 2957.";"BL 1607/331; EM 4334: 11; ESTC tl 18483.";BL copy vol. 2, has imperfect final 1 p. advs. Epistolary. Adv. SJC 15-17 Nov 1774. Adv. on verso of t.p. to vol. 2 of Capricious Father ( 1775: 2).;
1775_14;1775;ANON.;ANON.;;THE SCHOOL FOR DAUGHTERS;THE SCHOOL FOR DAUGHTERS: OR, THE HISTORY OF MISS CHARLOTTE SIDNEY: IN A SERIES OF ORIGINAL LETTERS BETWEEN PERSONS IN GENTEEL LIFE. IN TWO VOLUMES.;London: Printed for J. Bew, No. 28, Pater-Noster-Row, 1775.;"I 220p; II 216p. 12mo. 5s sewed (CR, MR), 5s sewed or 6s bound (SJC).";"CR 39: 341 (Apr 1775); MR 52: 505-6 (June 1775); AF II: 3968.";"ICN Y155.S362; ESTC n052904.";"Epistolary. Last letter ends on p. 212, followed by 'The Conclusion'• Adv. SJC 14-16 Mar 1775; additional booksellers are J. Walter, J. Ridley, W. Brown, G. Kearsly, and W. Davenhill. German trans. Leipzig, 1775 (Die Schulefur Tochter) (Price).";
1775_16;1775;ANON.;ANON.;;*THE WAITING MAID;"*THE WAITING MAID; OR, THE GALLANTRIES OF THE TIMES.";Printed for the Author, and sold by J. Robins, near Paternoster-Row (SJC), 1775 (SJC).;2 vols.12mo. Ss sewed (CR, SJC), 6s (MR).;"CR40: 164 (Aug 1775);MR53: 185 (Aug 1775);AFII: 4649.";No copy located.;"Adv. SJC 25-27 May 1775 as The Waiting-Maid; or, The Gallantries of the Times; containing many secret Amours, soft Scenes, and tender Situations, between the principal living Characters in the Kingdom. A further adv. SJC 29-31 Aug 1775 adds: 'N.B. This Book may be considered as a CounterPart to the Tete-a-Tetes delivered in the Town and Country Magazine. In that Work, the Amours of our most gallant Noblemen and Gentlemen, with their Favourites of inferior Condition, h~ye been related in a Manner that has given general Satisfaction: In the WaitingMaid, on the other Hand, the Female Closet is opened; and the Amours of our most libertine Ladies of Rank and Fashion, with their Paramours of all Conditions, are painted with a Warmth of Pencil, which, it is hoped, will do Justice to the Luxury of their Feelings; and at the same Time with a Truth which calumny cannot controvert.'";
1775_17;1775;[ARCQ, Philippe-Auguste de Sainte-Foix, chevalier d'].;ARCQ, Philippe-Auguste de Sainte-Foix, chevalier d'.;;THE PALACE OF SILENCE;THE PALACE OF SILENCE: A PHILOSOPHIC TALE. TRANSLATED FROM THE FRENCH BY A LADY.;London: Printed for J. Bew, at Number 28, in Pater-Noster-Row, 1775.;"I lix,14lp; II 215p. 12mo. Ss sewed (CR), 5s (MR), 4s sewed or Ss bound (SJC).";"CR39: 509-10 (June 1775); MR 53: 184-5 (Aug 1775).";"BL 12548.aa.24; EM 554: 4; ESTC t129730 (BI Owo; NA CLU-S/C [vol. I], MnU).";"Trans. of Le Palais du Silence (Amsterdam, 1754). Preface falsely claims that it is a trans. from the Greek of Cadmus the Milesian, 'the only production of his that is extant'. 1 p. adv. end vol. 2. Adv. SJC 8-10 June 1775; booksellers listed include, with addresses, Almon, Ridley, Walter, Brown, Kearsley, and Davenhill.";
1775_18;1775;[BICKNELL, Alexander].;BICKNELL, Alexander.;;THE BENEVOLENT MAN;"THE BENEVOLENT MAN; OR, THE HISTORY OF MR. BELVILLE; IN WHICH IS INTRODUCED, THE REMARKABLE ADVENTURES OF CAPTAIN MACLEAN, THE HERMIT. IN TWO VOLUMES. DEDICATED TO THE EARL OF DARTMOUTH.";London: Printed for J. Lewis, at his Circulating Library, in Charles Street, near Parliament Street, Westminster, 1775.;"I 240p; II 223p. 12mo. Ss (CR), 5s sewed (MR), Ss sewed or 6s neatly bound (LC).";"CR40: 263-4 (Oct 1775); MR 53: 515-16 (Dec 1775); AF II: 330.";"PU Singer-Mend.PR3318.B42B41775; ESTCn031944 (NAinU-Li, IU).";"Dedication to the Earl of Dartmouth. 1 p. advs. end vol. 2. InU-Li copy has table of contents at beginning of both volumes. Adv. LC 37: 620 (29 June-1 July 1775); adv. adds parenthetically in the title the information that Captain Maclean is 'a Gentleman of North Britain'. ExtractpublishedLC 38: 53 (13-15 July 1775). German trans. Leipzig, 1777 (Der Wohlthatige, oder Geschichte des Herrn Belville (EAG). Faes: FN.";
1775_19;1775;[COMBE, William].;COMBE, William.;;THE PHILOSOPHER IN BRISTOL;THE PHILOSOPHER IN BRISTOL.;Bristol: Printed by G. Routh, in the Maiden-Tavern, 1775.;"I l l0p; II 159p. 8vo. Ss (MR).";"CR 42: 477-9 (Dec 1776); MR 55: 238 (Sept 1776); AF II: 822.";"BL 12330.bb.29; EM 633: 3; ESTC t128693 (BI C [ vol. l only], O; NA CaOHM, CSmH, CtY &c.).";l P· adv. end vol. 2. 'Part the Second>, t.p. to vol. 2. Dedication vol. l 'To the Inhabitants of Bristol' and to Charles Hayward Esq. of St James's Square, London, and vol. 2 'To the Inhabitants ofBristol'. Vol. l published 12 June and vol. 2, 26 July (Hamilton). Berg Collection, NN, has a bill to Co~be from George Routh including printing, paper, and labour costs of £28.8.6 for 700 copies of the 2 vols. and a further charge of £5.4s for a total of 19 advs. in 4 local and regional newspapers and a total of 8 advs. in 4 London newspapers (bill reproduced in Hamilton, pp. 35-6).;
1775_20;1775;[COOPER, Maria Susanna].;COOPER, Maria Susanna.;;THE DAUGHTER;"THE DAUGHTER: OR THE HISTORY OF MISS EMILIA ROYSTON, AND MISS HARRIET AYRES; IN A SERIES OF LETTERS. BY THE AUTHORESS OF THE EXEMPLARY MOTHER.";London: Printed for J. Dodsley in PaU-mall, 1775.;vi, 280p. 12mo. 3s (CR), 2s 6d sewed (MR, SJC).;"CR 39: 426-7 (May 1775); MR 53: 274 (Sept 1775).";"BL Huth 89; EMf; ESTC t081163 (NA InU-Li, ICN).";"Dedication to Lady Beauchamp Proctor i-iv. Epistolary. As the author points out in her preface (v-vi), this is a revision of Letters Between Emilia and Harriet (London, 1762, JR 708,AF I: 520) which she saw as·in need of improvement; she describes the earlier novel as 'the ground-work' of The Daughter. The Exemplary Mother, 1769, JR, AF I: 519. Adv. SJC 15-18 Apr 1775.";Dublin, 1775 (Printed by D. Chamberlaine, for the United Company of Booksellers, 1 vol., 12mo), ESTC n028419. German trans. Leipzig, 1776 (Die Tochter oder Geschichte der Miss Emilie Royston und der Miss Henriette Ayres in Brief en) (EAG).
1775_21;1775;{COOPER, Maria Susanna}.;COOPER, Maria Susanna.;;THE HISTORY OF FANNY MEADOWS;THE HISTORY OF FANNY MEADOWS. IN A SERIES OF LETTERS. BY THE AUTHOR OF THE EXEMPLARY MOTHER. IN TWO VOLUMES.;London: Printed for T. Becket, the Corner of Adelphi, in the Strand, 1775.;"I iv, 202p; II l 78p. 8vo. Ss sewed (CR, SJC), 6s (MR).";"CR 39: 509 (June 1775); MR 53: 183-4 (Aug 1775).";"BL Cup.402.k.29; EM 8177: 234; ESTC t138868 (NA CtY, IU, MH-H).";Dedication to Edward Jerningham Esq. Preface signed Maria Susanna Cooper. 2 PP· advs. end vol. 1. Epistolary. The Exemplary Mother, 1769, JR, AF I: 519. Adv. SJC 20-23 May 1775.;Dublin, 1776 (Printed for John Beatty, 2 vols., 12mo), ESTC t209952. German trans. Leipzig, 1775 ( Geschichte der Fanny Meadows) (Price).
1775_22;1775;[CRADOCK, Joseph].;CRADOCK, Joseph.;;VILLAGE MEMOIRS;VILLAGE MEMOIRS: IN A SERIES OF LETTERS BETWEEN A CLERGYMAN AND HIS FAMILY IN THE COUNTRY, AND HIS SON IN TOWN.;London: Printed for T. Davies, in Russel-street, Covent-Garden, MDCCLXV [ESTC: 1774?].;xii, 180p. 8vo. 2s 6d sewed (CR, SJC Dec), 3s (MR), 5s sewed (SJC June).;"CR 38: 449-55 (Dec 1774); MR 52: 139-43 (Feb 1775); AF II: 923.";"BL 244.e.14; EM 3631: 4; ESTC tl30067 (BIO; NA CSmH, DLC, NjP &c.).";"Epistolary. Adv., 'Speedily will be published, In two neat Pocket Volumes', SJC 11-14 June 1774. Adv., 'Saturday the 10th of Dec. will be published', SJC 1-3 Dec 177 4. Extracts published LC 37: 245 and 277 (11-14 and 21-23 Mar 1775); extracts published LC 37: 245 and 277 (11-14 and 21-23 Mar 1775). Further edns: Dublin, 1775 (Printed for P. Wilson; and M. Mills, 1 vol., 12mo), EM 4173: 4, ESTC tl 18358; London, 1775, EM 126: 6, ESTC t070709; London, 1775, ESTC tl 78717; London, 1776, ESTC tl95333. Fwther edns. reviewed in CR 40: 165 and 42: 157-8. German trans. Leipzig, 1775 (Dorftnemoiren in einer Reiche von Brief en zwischen einem Geistlichen und seiner Familie auf dem Lande und seinem Sohne in der Stadt) (EAG).";
1775_23;1775;[?DIGGES, Thomas Atwood].;?DIGGES, Thomas Atwood.;;THE ADVENTURES OF ALONSO;THE ADVENTURES OF ALONSO: CONTAINING SOME STRIKING ANECDOTES OF THE PRESENT PRIME MINISTER OF PORTUGAL.;London: Printed for J. Bew, No. 28, Paternoster-Row, 1775.;"I 148p; II 129p. 8vo. 4s sewed (CR), 5s bound (MR), 4s sewed or 5s bound (LC).";"CR 40: 163-4 (July 1775); MR 53: 274 (Sept 1775); AF II: 28.";"BL 12612.aa.8; EM 166: 9; ESTC t067327 (NA ICU, MWA, NN &c.).";ESTC: Sometimes attributed to T. A. Digges. The Prime minister is the Marques de Pombal (1699-1782). Adv., 'Next Week will be published, Neatly printed on a fine writing paper', LC 3 7: 543 ( 6-8 June 1775). Extract published LC 37: 617 (29 June-I July 1775).;London, 1785 (CR), xESTC. German trans. Leipzig, 1787 (Alonzos Abenteuer) (Price).
1775_24;1775;[HUTCHINSON, William].;HUTCHINSON, William.;;A WEEK AT A COTTAGE;A WEEK AT A COTTAGE, A PASTORAL TALE.;London: Printed for Hawes, Clarke & Collins, in Pater-noster-row, 1775.;222p. 8vo. 2s (CR, MR).;"CR41: 325-7 (Apr 1776); MR 55: 77 (July 1776).";"BL 4410.g.3; EM 4850: 3; ESTC t079362 (BI MRu; NA ViU).";Engraved t.p.;
1775_25;1775;[JOHNSTONE, Charles].;JOHNSTONE, Charles.;;THE PILGRIM;THE PILGRIM: OR, A PICTURE OF LIFE. IN A SERIES OF LETTERS, WRITTEN MOSTLY FROM LONDON BY A CHINESE PHILOSOPHER, TO HIS FRIEND AT QUANG-TONG. CONTAINING REMARKS UPON THE LAWS, CUSTOMS, AND MANNERS OF THE ENGLISH AND OTHER NATIONS. ILLUSTRATED BY A VARIETY OF CURIOUS AND INTERESTING ANECDOTES, AND CHARACTERS DRAWN FROM REAL LIFE. BY THE EDITOR OF CHRYSAL.;"London: Printed for T. Cadell, in the Strand; and W. Flexney in Holborn, 1775.";"I iv, 287p; II 267p. 8vo. 5s sewed (CR, MR), 5s sewed or 6s bound (SJC).";"CR 40: 231-3 (Sept 1775); MR 53: 362-3 (Oct 1775); AF II: 2312.";"BL 245.f.7-8; EM 978: 4; ESTC tl 18158 (BI LEu [vol. 2 only], 0; NA CSmH, IU, MH-H, PU &c.).";"'End of Volume Two' final p. of vol. 2, indicating possibility of continuation. Epistolary. Chrysal 1760, JR 577,AF I: 1440. Adv. SJC 23-25 May 1775. Extract published LC 37: 497 (25-27 May 1775). . . . Further edns: Dublin, 1775 (Printed for J. Potts, J. Williams, W. Colles, R. Moncrieffe, c. Jenkin [and 5 others in Dublin], 1 vol., 12mo), EM 551: 11, ESTC t1163~6; :ariant CtY copy (x.ESTC) 'Printed by T. Carnan [sic], in the Strand; and W. Flexnet [stc], m Holborn n.d.' German trans. Leipzig, 1775 (Der Pilgrim) (EAG). Faes: FN.";
1775_26;1775;LEPRINCE DE BEAUMONT, [Marie].;LEPRINCE DE BEAUMONT, Marie.;;MORAL TALES;MORAL TALES. TRANSLATED FROM THE FRENCH OF MDE LE PRINCE DE BEAUMONT. IN TWO VOLUMES.;London: Printed for J. Nourse, in the Strand, Bookseller to His Majesty, 1775.;"I 304p; II [222]p. 12mo. 5s (CR), 5s sewed or 6s bound (SJC).";"CR 39: 125-9 (Feb 1775); MR 52: 360-1 (Apr 1775); AF II: 2486.";"BL 12614.h.5; EM 290: 4; ESTC t073531 (NA CLU-S/C).";Trans. of Contes moraux (Lyons and Paris, 177 4). Last p. of vol. 2 is misnumbered 220. 2 pp. advs. end vol. 2. Adv. SJC 8-10 Dec 1774.;Dublin, 1776 (Printed for Messrs. Price, Whitestone, Chamberlaine, Sleator, W. Watson [and 20 others in Dublin], 2 vols., 12mo), ESTC tl69554.
1775_27;1775;"[LEPRINCE DE BEAUMONT,Marie]; ROBERTS, R. .";"LEPRINCE DE BEAUMONT,Marie; ROBERTS, R. ."; ROBERTS, R. ;THE TRIUMPH OF TRUTH;"THE TRIUMPH OF TRUTH; OR, MEMOIRS OF MR. DE LA VILLETTE, TRANSLATED FROM THE FRENCH. BY R. ROBERTS. IN TWO VOLUMES.";London: Printed for T. Cadell, in the Strand, 1775.;"I xvi, 168p; II 142p. 12mo. 5s sewed (CR), 6s (MR), 5s sewed or 6s bound (LC).";"CR 39: 283-7 (Apr-1775); MR 52: 506-8 (June 1775); AF II: 3808.";"BL 1607/4543; EM 6456: 9; ESTC tl20763 (BI MRu).";Trans. of Le Triomphe de la Verite (Nancy, 1748). 241 Dedication to the Duchess of Devonshire, by R. Roberts, 12 Jan. 1775, St Paul's Church-yard. Engraving on t.p. of vol. l. BL copy imprint line cut out in vol. l and additional t.p. without engraving before properly printed t.p. in vol. 2. Adv., 'On Saturday next will be published, Neatly printed in two pocket volumes, ... embellished with two engraved Vignettes adapted to the work', and adds that the trans. 'was undertaken at the request of the late Dr. Hawkesworth, who revised and corrected the Translator's manuscript', LC 37: 159 (14-16 Feb 1775). Further edn:. Dublin, 1775 (Printed for T. Armitage, 1775, 2 vols. 12mo), ESTC t175313.;
1775_28;1775;[MAN, Henry].;MAN, Henry.;;MR;MR. BENTLEY, THE RURAL PHILOSOPHER: A TALE. IN TWO VOLUMES.;London: Printed for W. Goldsmith, in Pater-Noster-Row, 1775.;"I vii, 219p; II 235p. 12mo. Ss sewed (CR), 6s (MR), 5s sewed or 6s bound (LC).";"CR 39: 478-81 (June 1775); MR 52: 361-4 (Apr 1775); AF II: 2697.";"PU Singer-Mend .. PR.4972.M6.MS.l 775; EM 6570: 5; ESTC t142951 (BI BL; NA CtY).";Adv. LC 37: 163 (16-18 Feb 1775).;Dublin, 1777 (Printed for W. Whitestone [successor to the late Mr Ewing], 2 vols. in 1, 12mo), EM 3516: 2, ESTC n035215. German trans. Leipzig, 1775 (Mr .. Benthely, der Philosoph auf dem Lande) (Price).
1775_29;1775;[MAN, Henry].;MAN, Henry.;;THE TRIFLER;THE TRIFLER: OR, A RAMBLE AMONG THE WILDS OF FANCY, THE WORKS OF NATURE, AND THE MANNERS OF MEN.;London: Printed for R. Baldwin, at No. 47, in Pater-Noster-Row, 1775/77.;"I (1775) 24lp; II (1775) 222p; III (1777) 223p; IV (1777) 230p. 8vo. 12s sewed (CR), Vols. 1-2 6s (MR), Ss half bound (SJC); vols. 3-4 5s sewed (MR, SJC).";"CR 44: 64 (July 1777) 4 vols.; MR 53: 269-70 (Sept 1775), vols. 1-2, MR 56: 483-4 (June 1777), vols. 3-4; AF II: 2698, 2699.";"BL 12330.aaa.26; EM 639: 17; ESTC t128851 (NAMChB [vols. 2 &4 only]).";Vols.1-2 adv. SJC 25-27 Apr 1775. Vols. 3-4 adv. SJC 23-25 Jan 1777.;
1775_30;1775;[PRATT,Samuel JacksonJ.;PRATT,Samuel JacksonJ.;;LIBERAL OPINIONS;LIBERAL OPINIONS, UPON ANIMALS, MAN, AND PROVIDENCE. IN WHICH ARE INTRODUCED, ANECDOTES OF A GENTLEMAN. ADDRESSED TO THE RIGHT HON. LADY CH***TH. BY COURTNEY MELMOTH . [vols. 1-2] LIBERAL OPINIONS, IN WHICH IS CONTAINED THE HISTORY OF BENIGNUS. WRITTEN BY HIMSELF. AND PUBLISHED BY COURTNEY MELMOTH. [vols. 3-6].;"London: Printed for G. Robinson, and J. Bew, in Paternoster-Row; and Sold by J. Walter, Channg-Cross, 1775/77. I (1775) viii, 228p; II (1775) 186p; III (1776) xi, 218p; IV (1776) 227p; V (1777) xii,";"l84p; VI (1777) 22lp. 12mo. Vols. 1-2 5s sewed (CR), 5s sewed or 6s bound (SJC); vols. 3-46s (MR), 5ssewedor6s bound (SJC); vols. 5--6 5ssewedor6s bound (WEP).";"CR 39: 277-83 (Apr 1775), MR 52: 468-72 (June 1775), vols. l-2; CR 41: 383-7 (May 1776), MR 55: 319-20 (Oct 1776), vols. 3-4; CR42: 443-7 (Dec 1776), MR 56: 231 (Mar 1777), vols. 5-6; AF II: 3577-3579.";"BL 1081.d.18-20; EM 6861: 2; ESTC t146992 (BI C, O; NA CaAEU, CaOHM, CSmH, CtY &c.).";Vol. 2 Dedication to Thomas Lord Lyttelton. Vol. 3 Dedication to Duchess of Devonshire. Vols. 1-2 adv., 'In the Press, and speedily will be published, Neatly printed on a fine Writing Paper', SJC 16-18 Mar 1775. VoJs. 3-4 adv., 'Handsomely printed in small 8vo, on a fine Writing-Paper', SJC 21-23 May 1776. Vols. 5-6 adv., 'Handsomely printed on a fine Writing-Paper', WEP 19-21 Nov 1776. Extracts published LC 37: 377-378 and 385 (20-22 and 22-25 Apr 1775), WEP 10-12 Dec 1776.;"London, 1777, ESTC n011295; London, 1783, EM 90: 1, ESTC t066928. German trans. Leipzig, 1777178 (Freymutige Gedanken uber die Thiere) (Price)."
1775_31;1775;[TENCIN, Claudine-Alexandrine Guerin de].;TENCIN, Claudine-Alexandrine Guerin de.;;MEMOIRS OF THE COUNT OF COMMINGE;MEMOIRS OF THE COUNT OF COMMINGE. FROM THE FRENCH OF MONSIEUR D'ARNAUD.;London: Printed for G. Kearsley, at No. 46, opposite Fetter Lane, Fleet-Street, 1774.;181p. 2s 6d (CR), 2s 6d boards (MR), 2s 6d sewed or 3s bound (SJC).;"CR39: 163 (Feb 1775);MR52: 339-41 (Apr 1775).";"DLC PQ2067.T2A7313; ESTC n022058 (BI Dt; NA CLU-S/C, CtY-Walpole).";"Not a trans. ofBaculard d'Arnaud's play Les amans malheureux, ou le comte du_ Comminge but of the original work by C. A. Guerin de Tencin (ESTC); trans. of Memoires du comte de Comminge (La Haye, 1735). Adv., 'Translated from the Third Edition of the French', SJC 30 May-I June_ 1775 with much fuller title: Memoirs of the Count of Comminge; or, The Unhappy_ Lovers. With a ~ketch of the Abbey of La Trappe, in Normandy, the Members of which are enjoined perpetual Silence.";Dublin, 1781 (Printed for C. Jackson, 1 vol., 12mo), ESTC t190872. Later French version Londres, 1784, EM 4253: 23, ESTC n035165. . . . .
1776_1;1776;ANON.;ANON.;;DISINTERESTED LOVE;"DISINTERESTED LOVE; OR THE HISTORY OF SIR CHARLES ROYSTON AND EMILY LESSLEY: IN A SERIES OF LETTERS.";London: Printed for John Wilkie, No. 71, St Paul's Church-Yard, n.d. (1776].;"I 263p; II 213p. 12mo. 5s (MR), 5s sewed or 6s bound (SJC).";MR 55: 66 (July 1776).;"BL 12611.e.18; EM 58: 10; ESTCt057433 (NA RPB-JH).";Epistolary. ESTC gives incorrect EM ref. (238: 3). Adv., 'In a few Days will be published', SJC 19-21 Mar 1776.;Dublin, 1776 (Printed for S. Price, D. Chamberlaine, J. Hoey, W. Whitestone, J. Sheppard [and 14 others in Dublin], 2 vols., 12mo, ESTC n006543. German trans. Leipzig, 1776/77 (Die uneigennutzige Liebe) (EAG).
1776_2;1776;ANON.;ANON.;;EMMA;"EMMA; OR, THE CHILD OF SORROW. A NOVEL. IN TWO VOLUMES.";London: Printed for T. Lowndes, No. 77, in Fleet-street, 1776.;"I 247p; II 239p. 12mo. 6s (MR), 5s sewed or 6s bound (SJC).";MR 54: 341-2 (Apr 1776).;"BL 12604.df.37; EM 52: l; ESTC t108372 (NA PU).";"Epistolary. Adv. SJC 28-30 Dec 1775. Further edns: Dublin, 1776 (Printed for S. Price, D. Chamberlaine, W. Watson, J. Potts, W. Sleater [and21 others in Dublin], 2 vols, 12mo), ESTC n050813 [ESTCnotes vol. 2 with ']. Beatty' added as the 22nd name]; Dublin, 1777, ESTC 212583. German trans. Leipzig, 1776 (Emma oderdasKind desKummers) (EAG); French trans.,Londres [Paris?], 1788 (Histoire de Lady Cleveland), ESTC n033086; also, Paris, 1788 (Emma, ou l'enfant du malheur) (HWS).";
1776_3;1776;ANON.;ANON.;;THE HUSBAND'S RESENTMENT;"THE HUSBAND'S RESENTMENT; OR, THE HISTORY OF LADY MANCHESTER. A NOVEL. IN TWO VOLUMES.";London: Printed for T. Lowndes, No. 77, in Fleet-street, 1776.;"I 224p; II 223p. 12mo. 6s (CR, MR), 5s sewed or 6s bound (SJC).";"CR41: 242 (Mar 1776); MR 54: 341 (Apr 1776).";"BL 12614.aaa.20; EM 228: 1; ESTC t070923 (BI AWn; NA CtY, PU; EA QSL).";13 pp. advs. end vol. 2, which omits 'In Two Volumes' from t.p. Epistolary. Adv. SJC 21-24 Oct 1775. German trans. Dresden, 1780 ( Geschichte der Lady Manchester) (Price).;
