"";"id";"date";"author";"gender";"title";"publication";"format";"cat";"notes";"further_eds"
"299";"1804A003";"1804.";"ANON ";"Unknown.";"THE AUNT AND THE NIECE A NOVEL IN TWO VOLUMES";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"2 vols (I 248p; II 247p). 12°.";"Corvey; CME 3-628-47079-X; EN2 1804: 3; NSTC A20105; OCLC 43638003.";"This title appears (as by the author) several times again in a sequence of works which have been attributed variously to Mrs E. G. Bayfield, James Henry James, and Mrs E. M. Foster, though there is no convinving case for any of these being responsible for such a chain. For further details, see Notes to the present title in  EN2 1804: 3 and A Winter in Bath (EN2 1807: 7).";NA
"300";"1804A004";"1804.";"ANON ";"Unknown.";"THE CASTLE OF ST CARANZA A ROMANCE IN TWO VOLUMES";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"2 vols (I 260p, ill.; II 248p). 12°.";"Corvey; CME 3-628-47222-9; ECB 100; EN2 1804: 4; NSTC C961; OCLC 11738741.";NA;NA
"301";"1804A005";"1804.";"ANON ";"Unknown.";"THE CITIZENS DAUGHTER OR WHAT MIGHT BE";"London:Printed by N. Biggs, Crane-Court, Fleet-Street, for Vernor and Hood, 31, Poultry, 1804. ";"1 vol.  (284p). 12°.";"Corvey; CME 3-628-47283-0; ECB 117; EN2 1804: 5; NSTC C1992; OCLC 11610228.";"Apparently by the same author as The Idiot Heiress (EN2 1805: 7).";NA
"302";"1804A006";"1804.";"ANON ";"Unknown.";"COMMON LIFE AN ARTLESS TALE INTENDED TO ILLUSTRATE THE EFFECTS OF EDUCATION";"London:Printed for J. Ginger, Bookseller to His Royal Highness the Prince of Wales, No. 169, Piccadilly, and T. Hurst, Paternoster Row, 1804. ";"2 vols (I 217p; II 196p). 12°.";"Corvey; CME 3-628-47277-6; ECB 128; EN2 1804: 6; xNSTC; xOCLC.";NA;NA
"303";"1804A007";"1804.";"ANON ";"Unknown.";"THE MAD DOG A ROMANCE IN THREE VOLUMES";"London:Printed by Nichols and Son, Red Lion Passage, Fleet Street, for W. Earle, at the original French and English Circulating Library, No. 47, Albemarle Street, Piccadilly, 1804. ";"3 vols (I iv, 236p; II 228p; III 220p). 12°.";"Corvey; CME 3-628-48143-0; EN2 1804: 7; xNSTC; xOCLC.";NA;NA
"304";"1804A008";"1804.";"ANON ";"Unknown.";"THE REFORMED REPROBATE A NOVEL IN THREE VOLUMES";"London:Printed by D. N. Shury, No. 7, Berwick Street, Soho; for J. F. and G. Hughes, Wigmore Street, Cavendish Square, 1804. ";"3 vols (I 278p; II 223p; III 227p). 12°.";"BL 12611.bbb.21; ECB 484; EN2 1804: 8; NSTC R688; xOCLC.";"For contemporary attributions to August Lafontaine and (far less convincingly) August von Kotzebue, see Contemporary Libraries and Contemporary Reviews (click on links below).";NA
"305";"1804A009";"1804.";"ANON ";"Male.";"THE TALISMAN OR SINGULAR ADVENTURES OF AN OLD OFFICER WITH ITS CONSEQUENCES WRITTEN BY HIMSELF";"London:Printed for R. Dutton, No. 45, Gracechurch Street; J. Cawthorn, Catherine Street; Chapple, Pall-Mall; and T. Hurst, Paternoster Row; by John Abraham, Clement's Lane, 1804. ";"2 vols (I 240p; II 240p). 12°.";"Corvey; CME 3-628-48940-7; ECB 576; EN2 1804: 9; xNSTC; xOCLC.";NA;NA
"306";"1804A010";"1804.";"James BARTON ";"Male.";"HONORINA OR THE INFATUATED CHILD A NOVEL IN TWO VOLUMES BY JAMES BARTON LM";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"2 vols (I 263p, ill.; II 268p). 12°.";"Corvey; CME 3-628-47111-7; EN2 1804: 10; NSTC B839; xOCLC.";NA;NA
"307";"1804A011";"1804.";"James BARTON ";"Male.";"TRAVELS OF YOUNG CANDID AND DOCTOR PANGLOSS TO THE COUNTRY OF ELDORADO TOWARDS THE END OF THE EIGHTEENTH CENTURY BEING A CONTINUATION OF VOLTAIRES CANDID BY J BARTON LM AUTHOR OF THE INFATUATED CHILD REMORSELESS ASSASSIN MONK OF HENNARES C C IN THREE VOLUMES";"London:Printed by D. N. Shury, Berwick Street, Soho, for J. F. Hughes, Wigmore Street, 1804. ";"3 vols (I 212p; II 182p; III 184p). 12°.";"BL 1508/1687; ECB 42; EN2 1804: 11; NSTC B841; OCLC 13307542.";NA;NA
"308";"1804A012";"1804.";"J. B. C. BERTHIER ";"Male.";"THE MOTHER AND DAUGHTER A PATHETIC TALE BY MARY JULIA YOUNG AUTHOR OF MOSS CLIFFE ABBEY KINSMEN OF NAPLES ROSE MOUNT CASTLE EAST INDIAN C C IN THREE VOLUMES";"London:Printed by R. Exton, Great Portland-Street; for J. F. Hughes, Wigmore-Street, Cavendish-Square, 1804. ";"3 vols (I 261p; II 226p; III 218p). 12°.";"Corvey; CME 3-62-48994-6; EN2 1804: 12; NSTC Y234; xOCLC.";"Trans. of Felix et Eléonor, ou les colons malheureux (Paris, 1801). For further details concerning this unacknowledged source, see Notes to EN2 1804: 12.";NA
"309";"1804A013";"1804.";"Robert BISSET ";"Male.";"MODERN LITERATURE A NOVEL IN THREE VOLUMES BY ROBERT BISSET LLD";"London:Printed for T. N. Longman and O. Rees, Paternoster-Row, 1804. ";"3 vols (I xxviii, 313p; II xii, 332p; III xii, 280p). 12°.";"Corvey; CME 3-628-47199-0; ECB 59; EN2 1804: 13; NSTC B3058; OCLC 13276151.";"Preface dated Sloane-Terrace, 8 May 1804. The author's degree is represented more normally as 'LL.D' on t.ps. of vols 2 and 3.";NA
"310";"1804A014";"1804.";"Charles Brockden BROWN ";"Male.";"JANE TALBOT A NOVEL IN TWO VOLUMES BY C B BROWNE sic AUTHOR OF ARTHUR MERVYN EDGAR HUNTLEY C";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"2 vols (I 263p; II 336p). 12°.";"Corvey; CME 3-628-47137-0; ECB 78; EN2 1804: 14; xNSTC; OCLC 6662288.";"Originally published Philadelphia 1801 (Blanck).";NA
"311";"1804A015";"1804.";"John CANTON ";"Male.";"ALVAR AND SERAPHINA OR THE TROUBLES OF MURCIA AN HISTORIC ROMANCE IN TWO VOLUMES BY JOHN CANTON";"London:Printed for Lane, Newman, and Co. Minerva Press, Leadenhall-Street, 1804. ";"2 vols (I 238p, ill.; II 222p). 12°.";"Corvey; CME 3-628-47210-5; EN2 1804: 15; xNSTC; xOCLC.";NA;NA
"312";"1804A016";"1804.";"Robert Charles DALLAS ";"Male.";"AUBREY A NOVEL BY R C DALLAS ESQ AUTHOR OF PERCIVAL";"London:Printed for T. N. Longman and O. Rees, Paternoster-Row, 1804. ";"4 vols (I xxvii, 212p; II iv, 268p; III vii, 299p; IV viii, 390p). 12°.";"Corvey; CME 3-628-47390-X; ECB 150; EN2 1804: 16; NSTC D95; OCLC 6737461.";"Dedication 'to M. Bertrand De Moleville, one of the confidental ministers of Louis XVI', dated Camberwell Grove, 23 Mar 1804. Text proper in vol. 1 ends on p. 210, followed by 2 pp. of advs.";NA
"313";"1804A017";"1804.";"Maria EDGEWORTH ";"Female.";"POPULAR TALES BY MARIA EDGEWORTH AUTHOR OF PRACTICAL EDUCATION BELINDA CASTLE RACKRENT IRISH BULLS C C";"London:Printed for J. Johnson, St. Paul's Church-Yard, by C. Mercier and Co. Northumberland-Court, Strand, 1804. ";"3 vols (I iv, 384p; II 367p; III 394p). 12°.";"Corvey; CME 3-628-47576-7; ECB 178; EN2 1804: 17; NSTC E242; OCLC 11287183.";"Preface, signed 'Richard Lovell Edgeworth. Edgeworth's Town, Feb. 1804'.";"2nd edn 1805 (NSTC); 3rd edn 1807 (NSTC); 4th edn 1811 (NSTC); 5th edn 1814 (NSTC); 6th edn 1817 (NSTC); [at least 4 more edns to 1850]; Philadelphia 1804 (OCLC); German trans., 1807 [as Einfache Erzählungen (RS)]; French trans., 1814 [selection, as Conseils à mon fils (CCFR)]."
"314";"1804A018";"1804.";"Stéphanie Félicité, Comtesse de GENLIS ";"Female.";"THE DUCHESS OF LA VALLIERE AN HISTORICAL ROMANCE BY MADAME DE GENLIS TRANSLATED FROM THE FRENCH IN TWO VOLUMES";"London:Printed for John Murray, No. 32, Fleet-Street, 1804. ";"2 vols (I, xxxv, 264p; II 319p). 12°.";"CtY-BR Hfd29.351.V; ECB 225; EN2 1804: 18; xNSTC; OCLC 5226405.";"Trans. of La Duchesse de la Vallière (Paris, 1804). ECB and Summers both identify translator as Charles Lennox, but no indication of identity is apparently given in the long Preface. OCLC entry does not mention Lennox, and the Divide Legder entry in the Murray Archives indicates that a Mr Hall might have been the translator<U+0097>see Publishing Papers (click on link below).";NA
"315";"1804A019";"1804.";"Henrico Fernandez GLYSTICUS [pseud.]";"Male.";"THE TEARS OF CAMPHOR OR LOVE AND NATURE TRIUMPHANT A SATIRICAL TALE OF THE NINETEENTH CENTURY INTERSPERSED WITH ORIGINAL POETRY BY HENRICO FERNANDEZ GLYSTICUS LLD FRS FSA C C AND SITTING MEMBER OF THE UNIVERSITY OF GALLIPOTOMUS IN THREE VOLUMES";"London:Printed for J. Ginger, Piccadilly; C. Chappel [sic], and J. Budd, Pall-Mall, 1804. ";"3 vols (I xv, xi, 284p, ill.; II xiv, 294p; III xiv, 264p). 12°.";"Corvey; CME 3-628-48946-6; ECB 233; EN2 1804: 19; NSTC G1225; xOCLC.";"Dedication to 'His Supreme Highness The Devil', signed 'Henrico Fernandez Glysticus', dated England, 24 June 1804. Preface, dated the same and signed H. F. G., anticipates unfavourable reviews.";NA
"316";"1804A020";"1804.";"Mary GOLDSMITH ";"Female.";"CASUALTIES A NOVEL IN TWO VOLUMES BY MARY GOLDSMITH AUTHOR OF THE COMEDY ENTITLED SHE LIVES OR THE GENEROUS BROTHER";"London:Printed by Roden and Lewis, Paternoster-Row; for T. Hughes, Stationers-Court, Ludgate-Street; and sold by Jordan Hookham, New Bond-Street; Harding, Pall-Mall; Lloyd, Harley-Street, Cavendish-Square; and J. Ridgeway, York-Street, St. James's, 1804. ";"2 vols (I xvi, 182p; II 166p). 12°.";"BL 12612.ccc.14; CME 3-628-47820-0; ECB 235; EN2 1804: 20; NSTC G1323; xOCLC.";"Dedication 'to the Honorable Mrs. A. M. Egerton', signed 'Mary Goldsmith'. 'Subscribers', vol. 2, pp. 165<U+0096>66. T.p. carries the following statement: 'No Subterranean Caverns<U+0097>Haunted Castles<U+0097>Enchanted Forests<U+0097>Fearful Visions<U+0097>Mysterious Voices<U+0097>Supernatural Agents<U+0097>Bloody Daggers<U+0097>Dead Men's Skulls<U+0097>Mangled Bodies<U+0097>Nor Marvellous Lights, form any Part of the present Work; but will be found, on Perusal, to arise out of Natural Incidents'. Corvey copy lacks list of subscribers.";NA
"317";"1804A021";"1804.";"Elizabeth Sarah Villa-Real GOOCH ";"Female.";"SHERWOOD FOREST OR NORTHERN ADVENTURES A NOVEL IN THREE VOLUMES BY MRS VILLAREAL GOOCH";"London:Printed for S. Highley, (Successor of the late Mr. John Murray,) No. 24, Fleet-Street, 1804. ";"3 vols (I xii, 228p; II 192p; III 234p). 12°.";"Corvey; CME 3-628-47837-5; ECB 236; EN2 1804: 21; xNSTC; OCLC 43432334.";"Dedication 'to James Wardell, Esq. Wine merchant, Pall Mall', signed Elizabeth Sarah Villa-Real Gooch, King Street, Hammersmith, 12 Apr 1804. Preface, vol 1, pp. [ix]<U+0096>xii, begins with the statement: 'An acknowledged Novel-writer is, perhaps, one of the most difficult names to support with credit and reputation'.  Blakey (copy not seen) includes as a title of the Minerva Press.";NA
"318";"1804A022";"1804.";"Giuseppe A. GRAGLIA ";"Male.";"THE LABYRINTH OF CORCIRA OR THE MOST EXTRAORDINARY AND SURPRISING HISTORY OF THE INCOMPARABLE DON FERNANDO DAVALO HEREDITARY PRINCE OF SALERNO AND THE BEAUTIFUL AND VIRTUOUS ISIDORA DUCHESS OF CATANIA TOGETHER WITH THE SURPRISING EVENTS OF THE COUNTESS OF LIPARY HIS SISTER BY G A GRAGLIA IN TWO VOLUMES";"London:Printed by Cox, Son, and Baylis, No. 75, Great Queen-Street, Lincoln's-Inn-Fields, for the Author, No. 22, Castle-Street, Leicester-Fields, 1804. ";"2 vols (I viii, 203p; II 218p). 12°.";"Corvey; CME 3-628-47793-X; EN2 1804: 22; NSTC G1609; OCLC 13337862.";NA;NA
"319";"1804A023";"1804.";"Johann Gottfried GRUBER ";"Male.";"HELL UPON EARTH IN TWO VOLUMES TRANSLATED FROM THE GERMAN";"London:Printed by D. N. Shury, Berwick Street, Soho, for J. F. Hughes, Wigmore Street, 1804. ";"2 vols (I 278p; II 223p). 12°.";"Corvey; CME 3-628-47725-5; ECB 263; EN2 1804: 23; NSTC H1214; xOCLC.";"Trans. of Die Hölle auf Erden: Ein Roman (Leipzig, 1800). ER, in its list of New Publications for Mar 1804, lists as 'by the author of Pizarro, &c.', giving (misleading) impression that author is August von Kotzebue.";NA
"320";"1804A024";"1804.";"Elisabeth GUÉNARD ";"Female.";"THE CAPTIVE OF VALENCE OR THE LAST MOMENTS OF PIUS VI IN TWO VOLUMES";"Bath:Printed for G. and J. Robinson, Pater-Noster-Row, by W. Meyler, Grove, Bath, 1804. ";"2 vols (I 253p, ill.; II 268p, ill.). 8°.";"BL 12512.aaa.26; EN2 1804: 24; NSTC P2020; OCLC 13230093.";"Trans. of Le Captif de Valence ou les derniers moments de Pie VI (Paris, 1802). 'To the Reader' states:  'The Author from whom the following sheets are translated, asserts the various incidents contained in the succeeding narrative to be founded in fact, though clad in the guise of a novel'. CCFR and NUC both give Guénard as the author of the French original.";NA
"321";"1804A025";"1804.";"George Davies. HARLEY ";"Male.";"CIRCUMSTANCES RESPECTING THE LATE CHARLES MONTFORD ESQ BY GEORGE HARLEY ESQ";"Liverpool:Printed by J. M'Creery, Houghton-Street, 1804. ";"1 vol.  (154, 124p). 8°.";"BL 12614.g.20; ECB 255; EN2 Update 1; NSTC H589; OCLC 10201256.";"Dedication 'To the Memory of Charles Montford, This Little Volume, the Feeble Record of his Character, I Give and Dedicate'. A play, purportedly written by 'my departed friend', begins with new arabic pagination: 'Love in Marriage. A Comedy, in Five Acts.' BLPC and ECB treat George Harley as a pseudonym, but OCLC gives as by George Davies Harley (d. 1811).";NA
"322";"1804A026";"1804.";"Sarah Ann HOOK ";"Female.";"SECRET MACHINATIONS A NOVEL IN FOUR VOLUMES BY SARAH ANN HOOK AUTHOR OF THE WIDOWED BRIDE OR CELINA";"London:Printed for R. Dutton, Gracechurch-Street; and C. Chapple, Pall-Mall; by J. D. Dewick, Aldersgate-Street, 1804. ";"4 vols (I viii, 276p; II 270p; III 206p; IV 254p). 12°.";"Corvey; CME 3-628-47691-7; EN2 1804: 25; NSTC H2395; xOCLC.";NA;NA
"323";"1804A027";"1804.";"Rachel HUNTER ";"Female.";"THE UNEXPECTED LEGACY A NOVEL BY MRS HUNTER OF NORWICH AUTHOR OF LETITIA THE HISTORY OF THE GRUBTHORPE FAMILY AND MRS PALMERSTONES LETTERS TO HER DAUGHTER IN TWO VOLUMES";"London:Printed for T. N. Longman and O. Rees, Paternoster-Row; and W. T. Robberds, Norwich; by R. Taylor, Black-Horse-Court, Fleet Street, 1804. ";"2 vols (I xvii, 243p; II 363p). 12°.";"Corvey; CME 3-628-47787-5; ECB 289; EN2 1804: 26; NSTC H3178; OCLC 23277804.";NA;NA
"324";"1804A028";"1804.";"Samuel William Henry IRELAND ";"Male.";"BRUNO OR THE SEPULCHRAL SUMMONS";"London:Earle and Hemet, 1804. ";"4 vols. 12°.";"No copy located; EN2 1804: 27; xNSTC; xOCLC.";"Listed in Summers, who indicates published under the initials W. H. I. Frank (Item 200) gives short synopsis.";NA
"325";"1804A029";"1804.";"Samuel William Henry IRELAND ";"Male.";"THE WOMAN OF FEELING IN FOUR VOLUMES";"London:Printed by D. N. Shury, No. 7, Berwick Street, Soho, for William Miller, Old Bond Street, and Didier and Tebbett, 75, St. James's Street, 1804. ";"4 vols (I xii, 216p; II viii, 234p; III vii, 215p; IV vii, 254p). 12°.";"Corvey; CME 3-628-48974-1; ECB 645; EN2 1804: 28; NSTC P1261; OCLC 13388831.";"Dedication to 'Miss Sarah Colepeper', signed 'The Baronet's Nephew' [fictive]. The last chapter in vol. 4, 'A Penny for my Reader's Thoughts' (pp. 249<U+0096>54) is signed 'Paul Persius'.";NA
"326";"1804A030";"1804.";"John Gale JONES ";"Male.";"GALERIO AND NERISSA INCLUDING ORIGINAL CORRESPONDENCE THE HISTORY OF AN ENGLISH NOBLEMAN AND LADY SEVERAL POETICAL EFFUSIONS AND A FEW DOMESTIC ANECDOTES";"London:Printed for the Author, and sold by Messrs. Jordan and Maxwell, No. 180, Fleet Street, 1804. ";"1 vol.  (xvi, 131p). 8°.";"BL 12612.f.19; EN2 1804: 29; NSTC J972; OCLC 18697683.";"'Subscribers Names', pp. [v]<U+0096>xii. 'Introductory Narrative', dated Aug 1804; 'Poetical Effusions' pp. 103<U+0096>31 [a separate section]. Collates in fours.";NA
"327";"1804A031";"1804.";"Anne KER ";"Female.";"MODERN FAULTS A NOVEL FOUNDED ON FACTS BY MRS KER AUTHOR OF THE HEIRESS DI MONTALDE C C C IN TWO VOLUMES";"London:Printed by J. M'Gowen, Church Street, Blackfriars Road. For J. Ker, 34, Great Surry Street, Black Friars Road; sold also by John Badcock, Paternoster Row, 1804. ";"2 vols (I 228p, ill.; II 234p). 12°.";"Corvey; CME 3-628-48016-7; ECB 320; EN2 1804: 30; xNSTC; xOCLC.";"Frontispiece portrait of 'Mrs. Anne Ker'. Adv. for Mrs Ker's Edric, the Forester, in 3 vols forthcoming in Dec at 10s 6d, below text on p. 234 (followed by colophon of 'M'Gowen, Printer, Church Street, Blackfriars Road'). The earliest edn of this title discovered, however, was published more than a decade later (see EN2 1817: 36).";NA
"328";"1804A032";"1804.";"Jean Henri Ferdinand LA MARTELIÈRE ";"Male.";"THE THREE GIL BLAS OR FOLLIES OF YOUTH A NOVEL IN FOUR VOLUMES FROM THE FRENCH OF LA MARTELIERE";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"4 vols (I iv, 255p; II 272p; III 266p; IV 290p). 12°.";"Corvey; CME 3-628-48958-X; ECB 327; EN2 1804: 37; NSTC L240; OCLC 6872060.";"Trans. of Trois Gil Blas, ou cinq ans de folie (Paris, 1802).";NA
"329";"1804A033";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"BARON DE FLEMING OR THE RAGE OF NOBILITY FROM THE GERMAN OF AUGUSTUS LA FONTAINE";"London:Lane, Newman, and Co. 1804. ";"3 vols. 12°.";"No copy located; ECB 326; EN2 1804: 31; xNSTC; xOCLC.";"Trans. of Leben und Thaten des Freiherrn Quinctius Heymeran von Flaming (Berlin, 1795<U+0096>96), probably from Le baron de Fleming, ou la manie des titre (Paris, 1803), 'traduction libre de l'allemande d'August La Fontaine, par Mme de Cérenville. Literary Journal, a Review 3 (16 June 1804), p. 682, lists this and the Baron de Fleming, the Son (EN2 1804: 32) as separate works, with Lafontaine's name positioned immediately beneath the latter while apparently relating to each. ECB dates both titles May 1804.";NA
"330";"1804A034";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"BARON DE FLEMING THE SON OR THE RAGE OF SYSTEMS A NOVEL IN THREE VOLUMES FROM THE GERMAN OF AUGUSTUS LA FONTAINE";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"3 vols (I 246p; II 260p; III 243p). 12°.";"BL 12548.f.23; ECB 326; EN2 1804: 32; NSTC L154; xOCLC.";"Trans. of Leben und Thaten des Freiherrn Quinctius Heymeran von Flaming (Berlin, 1795<U+0096>96). ECB and ER (in its July 1804 New Publications listing) both describe this title as 'a continuation' of Baron de Fleming (EN2 1804: 31).";NA
"331";"1804A035";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"HENRIETTA BELLMANN OR THE NEW FAMILY PICTURE A NOVEL BY AUGUSTUS LA FONTAINE IN TWO VOLUMES";"London:Printed for Vernor and Hood in the Poultry, 1804. By T. Gillet, Crown-Court, Fleet-Street. ";"2 vols (I 271p; II 304p). 12°.";"BL 12547.ccc.14; ECB 326; EN2 1804: 33; NSTC L151; OCLC 14561413.";"Trans. of Henriette Bellmann (Berlin, 1802). 'By T. Gillet, Crown-Court, Fleet-Street' after imprint date.";NA
"332";"1804A036";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"LOBENSTEIN VILLAGE A NOVEL IN FOUR VOLUMES TRANSLATED BY MRS MEEKE FROM THE FRENCH OF AUGUSTUS LA FONTAINE";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"4 vols (I 270p, ill.; II 292p; III 276p; IV 266p). 12°.";"BL 1607/1867; EN2 1804: 34; NSTC L162; OCLC 6867334.";"Trans. of Le Village de Lobenstein, ou le nouvel enfant trouvé (Genève et Paris, 1802), itself a trans. of the original German title, Theodor, oder Kultur und Humanität (Berlin, 1802).";NA
"333";"1804A037";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"LOVE AND GRATITUDE OR TRAITS OF THE HUMAN HEART SIX NOVELS TRANSLATED FROM AUGUSTUS LA FONTAINE IN THREE VOLUMES PREPARED FOR THE PRESS BY MRS PARSONS AUTHOR OF MYSTERIOUS WARNING GIRL OF THE MOUNTAIN MURRAY HOUSE THE MISER AND HIS FAMILY THE PEASANT OF ARDENNE FOREST THE VALLEY OF ST GOTHARD MYSTERIOUS VISIT C C";"Brentford:Printed by and for P. Norbury; and sold by Longman, Hurst, Rees, and Orme, Pater-Noster Row; Carpenter and Co. Old-Bond-Street; Earle, Albemarle-Street; Hatchard, Piccadilly; and Didier and Tibett, St. James's Street, London; also by W. Ansell, Richmond, Surrey, 1804. ";"3 vols (I 264p; II 234p; III 268p). 12°.";"Corvey; CME 3-628-48396-4; ECB 326; EN2 1804: 35; NSTC L145; OCLC 6871859.";"Trans. of Liebe und Dankbarkeit (Berlin/Leipzig, 1799). The other five novels included are trans. from Die Gewalt der Liebe (Berlin, 1791<U+0096>94).";NA
"334";"1804A038";"1804.";"August Heinrich Julius LAFONTAINE ";"Male.";"THE RAKE AND THE MISANTHROPE A NOVEL IN TWO VOLUMES FROM THE GERMAN OF AUGUSTUS LA FONTAINE";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"2 vols (I 243p; II 232p). 12°.";"CtY-BR HKc14310R; ECB 326; EN2 1804: 36; xNSTC; xOCLC.";"German original not discovered.";NA
"335";"1804A039";"1804.";"Elizabeth Anne LE NOIR ";"Female.";"VILLAGE ANECDOTES OR THE JOURNAL OF A YEAR FROM SOPHIA TO EDWARD WITH ORIGINAL POEMS BY MRS LE NOIR IN THREE VOLUMES";"London:Printed for Vernor and Hood, 31, Poultry, by A. Wilson, Wild Court, Lincoln's Inn Fields, 1804. ";"3 vols (I iv, 262p; II 306p; III 303p). 12°.";"Corvey; CME 3-628-48170-8; ECB 338; EN2 1804: 40; NSTC L1168; OCLC 13044043.";NA;"2nd edn, 'with additional characters and poems',  [1807] (NSTC, OCLC)."
"336";"1804A040";"1804.";"Sophia LEE ";"Female.";"THE LIFE OF A LOVER IN A SERIES OF LETTERS BY SOPHIA LEE IN SIX VOLUMES";"London:Printed for G. & J. Robinson, Paternoster-Row, 1804. ";"6 vols (I xi, 320p; II 336p; III 314p; IV 363p; V 298p; VI 376p). 8°.";"Corvey; CME 3-628-47973-8; ECB 336; EN2 1804: 38; NSTC L1009; OCLC 6875878.";"Colophons differ: vols 1<U+0096>4 'S. Hamilton, Printer, Shoe Lane, Fleet-Street'; vols 5<U+0096>6 'T. Davison, White-Friars'.";"French trans., 1808 [as Savinia Rivers, ou le danger d'aimer (CCFR)]."
"337";"1804A041";"1804.";"Elizabeth LEFANU ";"Female.";"THE INDIA VOYAGE BY MRS H LEFANU DAUGHTER OF THE LATE THOMAS SHERIDAN MA IN TWO VOLUMES";"London:Printed for G. and J. Robinson, Paternoster-Row, 1804. ";"2 vols (I 267p; II 298p). 12°.";"Corvey; CME 3-628-48047-7; ECB 295; EN2 1804: 39; NSTC L1045; OCLC 28469618.";"Untitled notice misbound at end of vol. 2 begins: 'The author of the following sheets, has adopted the epistolary, or, rather, the journal style; as it appeared to her more favourable to the development of character than the narrative'. Block and Summers both attribute to Alicia Lefanu, but t.p. description of the authoress as 'Mrs H. Lefanu' indicates Elizabeth Lefanu, mother of Alicia and wife of Henry Lefanu.";NA
"338";"1804A042";"1804.";"Miss LENOX [pseud.]";"Female.";"MEMOIRS OF HENRY LENOX INTERSPERSED WITH LEGENDARY ROMANCES BY THE HON MISS LENOX";"London:Printed by D. N. Shury, No. 7, Berwick Street, Soho, for J. F. and G. Hughes, Wigmore Street, Cavendish Square, 1804. ";"1 vol.  (211p). 12°.";"BL 1153.l.8; ECB 338; EN2 1804: 41; NSTC L1179; xOCLC.";NA;NA
"339";"1804A043";"1804.";"Alethea Brereton LEWIS ";"Female.";"A TALE WITHOUT A TITLE GIVE IT WHAT YOU PLEASE IN THREE VOLUMES BY EUGENIA DE ACTON AUTHOR OF ESSAYS ON THE ART OF BEING HAPPY THE MICROCOSM C";"London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1804. ";"3 vols (I 280p, ill.; II 286p; III 266p). 12°.";"Corvey; CME 3-628-47008-0; ECB 575; EN2 1804: 42; xNSTC; xOCLC.";NA;NA
"340";"1804A044";"1804.";"Isabella LEWIS ";"Female.";"TERRIFIC TALES BY ISABELLA LEWIS";"London:Printed by R. Cantwell, 33, Bell-Yard, Temple-Bar, for J. F. Hughes, No. 5, Wigmore-Street, Cavendish-Square, 1804. ";"1 vol.  (229p). 12°.";"Corvey; CME 3-628-51086-4; EN2 1804: 43; xNSTC; OCLC 24240452.";"Collates in sixes.";NA
"341";"1804A045";"1804.";"Wilhelm Adolf LINDAU ";"Male.";"HELIODORA OR THE GRECIAN MINSTREL IN THREE VOLUMES TRANSLATED FROM THE GERMAN OF BARON GTHE";"London:(Printed by T. Plummer, Seething-Lane, Tower-Street,) for R. Dutton, 45, Gracechurch-Street, 1804. ";"3 vols (I 235p; II 187p; III 211p). 12°.";"BL 12547.a.10; ECB 234; EN2 Update 1; NSTC L1661; xOCLC.";"Trans. Of Heliodora, oder die Lautenspielerin aus Griechenland (Miessen, 1799/1800). Half-titles read 'Heliodora, or the Grecian Minstrel. BLPC correctly gives Wilhelm Adolf Lindau as author of original work; it is possible that the association with Goethe in the present instance was aimed at stimulating greater interest. ECB lists under Goethe, as 'Heliodora; or, the Genuine [sic] Minstrel'.";NA
"342";"1804A046";"1804.";"Charlotte de Bournon MALARME ";"Female.";"CAN WE DOUBT IT OR THE GENUINE HISTORY OF TWO FAMILIES OF NORWICH BY CHARLOTTE BOURNONMALARME MEMBER OF THE ACADEMY OF ARCADES OF ROME TRANSLATED FROM THE FRENCH BY MRS VILLAREAL GOOCH IN THREE VOLUMES";"London:Printed by J. Swan, No. 76, Fleet-Street, for B. Crosby and Co. Stationers' Court, Paternoster-Row, 1804. ";"3 vols (I 215p; II 213p; III 179p). 12°.";"Corvey; ECB 236; EN2 1804: 44; xNSTC; OCLC 23155508.";"Trans. of Peut-on s'en douter? Ou Histoire véritable de deux familles de Norwich (Paris, 1802). No earlier edn of French original discovered. Preface 'By the translator'. Postscript at the end of vol. 3 claims a true story about two families, with changed names.";NA
