"";"id";"review";"review_title";"date";"notes";"full_meta"
"321";"1804A018";"1804A018_4";"Monthly Review";" 2nd ser. 45 (Oct 1804): 211.";"1";"Monthly Review, 2nd ser. 45 (Oct 1804): 211."
"322";"1804A019";"1804A019_1";"Critical Review";" 3rd ser. 3 (Sept 1804): 116.";"1";"Critical Review, 3rd ser. 3 (Sept 1804): 116."
"323";"1804A020";"1804A020_1";"Monthly Review";" 2nd ser. 47 (June 1805): 208.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 208."
"324";"1804A021";"1804A021_1";"Critical Review";" 3rd ser. 3 (Sept 1804): 115–16.";"1";"Critical Review, 3rd ser. 3 (Sept 1804): 115–16."
"325";"1804A021";"1804A021_2";"Monthly Review";" 2nd ser. 45 (Oct 1804): 214.";"1";"Monthly Review, 2nd ser. 45 (Oct 1804): 214."
"326";"1804A023";"1804A023_1";"Critical Review";" 3rd ser. 1 (Mar 1804): 358.";"1";"Critical Review, 3rd ser. 1 (Mar 1804): 358."
"327";"1804A027";"1804A027_1";"Flowers of Literature";"Flowers of Literature (1804): 466.";"1";"Flowers of Literature (1804): 466."
"328";"1804A027";"1804A027_2";"Monthly Review";" 2nd ser. 47 (June 1805): 206.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 206."
"329";"1804A031";"1804A031_1";"Critical Review";" 3rd ser. 3 (Sept 1804): 116.";"1";"Critical Review, 3rd ser. 3 (Sept 1804): 116."
"330";"1804A035";"1804A035_1";"Critical Review";" 3rd ser. 6 (Oct 1805): 215–16.";"1";"Critical Review, 3rd ser. 6 (Oct 1805): 215–16."
"331";"1804A035";"1804A035_2";"Flowers of Literature";"Flowers of Literature (1804): xliv-xlix.";"1";"Flowers of Literature (1804): xliv-xlix."
"332";"1804A036";"1804A036_1";"Critical Review";" 3rd ser. 2 (May 1804): 114.";"1";"Critical Review, 3rd ser. 2 (May 1804): 114."
"333";"1804A036";"1804A036_2";"Flowers of Literature";"Flowers of Literature (1804): xliv-xlix.";"1";"Flowers of Literature (1804): xliv-xlix."
"334";"1804A037";"1804A037_1";"Critical Review";"Critical Review 3rd ser. 5 (July 1805): 330.";"1";"Critical Review 3rd ser. 5 (July 1805): 330."
"335";"1804A037";"1804A037_2";"Flowers of Literature";"Flowers of Literature (1805): 426.";"1";"Flowers of Literature (1805): 426."
"336";"1804A037";"1804A037_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘The fertile pen of Mrs.";"0";"Flowers of Literature for 1805: ‘The fertile pen of Mrs."
"337";"1804A037";"1804A037_4";"Monthly Review";" 2nd ser. 50 (June 1806): 220.";"1";"Monthly Review, 2nd ser. 50 (June 1806): 220."
"338";"1804A039";"1804A039_1";"Flowers of Literature";"Flowers of Literature (1804): 466–67.";"1";"Flowers of Literature (1804): 466–67."
"339";"1804A039";"1804A039_2";"Flowers of Literature";" MRS.";"0";"Flowers of Literature for 1804: ‘Amongst the fair novelists of our own country, MRS."
"340";"1804A039";"1804A039_3";"Monthly Review";" 2nd ser. 47 (June 1805): 207.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 207."
"341";"1804A040";"1804A040_1";"Critical Review";" 3rd ser. 2 (July 1804): 324–30.";"1";"Critical Review, 3rd ser. 2 (July 1804): 324–30."
"342";"1804A040";"1804A040_2";"Monthly Review";" 2nd ser. 45 (Dec 1804): 359–66.";"1";"Monthly Review, 2nd ser. 45 (Dec 1804): 359–66."
"343";"1804A043";"1804A043_1";"Critical Review";" 3rd ser. 3 (Nov 1804): 360.";"1";"Critical Review, 3rd ser. 3 (Nov 1804): 360."
"344";"1804A043";"1804A043_2";"Monthly Review";" 2nd ser. 45 (Oct 1804): 213.";"1";"Monthly Review, 2nd ser. 45 (Oct 1804): 213."
"345";"1804A045";"1804A045_1";"Flowers of Literature";"Flowers of Literature (1804): 454.";"1";"Flowers of Literature (1804): 454."
"346";"1804A045";"1804A045_2";"Flowers of Literature";" transplanted and naturalised in our own soil.";"0";"Flowers of Literature for 1804: ‘We must here remark that, except those already mentioned, a great portion of the novels which have been published since our last volume made its appearance, are foreign sprigs, transplanted and naturalised in our own soil."
"347";"1804A046";"1804A046_1";"Critical Review";" 3rd ser. 4 (Apr 1805): 446–47.";"1";"Critical Review, 3rd ser. 4 (Apr 1805): 446–47."
"348";"1804A046";"1804A046_2";"Flowers of Literature";"Flowers of Literature (1805): 418.";"1";"Flowers of Literature (1805): 418."
"349";"1804A046";"1804A046_3";"Flowers of Literature";" viz.";"0";"Flowers of Literature for 1805: ‘We shall terminate this article, by recommending to the notice of our readers three other novels by our fair countrywomen, viz."
"350";"1804A046";"1804A046_4";"Monthly Review";" 2nd ser. 49 (Feb 1806): 208.";"1";"Monthly Review, 2nd ser. 49 (Feb 1806): 208."
"351";"1804A047";"1804A047_1";"Monthly Review";" 2nd ser. 47 (June 1805): 207.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 207."
"352";"1804A051";"1804A051_1";"Critical Review";" 3rd ser. 3 (Oct 1804): 238.";"1";"Critical Review, 3rd ser. 3 (Oct 1804): 238."
"353";"1804A054";"1804A054_1";"Critical Review";" 3rd ser. 1 (Mar 1804): 357–58.";"1";"Critical Review, 3rd ser. 1 (Mar 1804): 357–58."
"354";"1804A054";"1804A054_2";"Flowers of Literature";"Flowers of Literature (1804): xliv-xlix.";"1";"Flowers of Literature (1804): xliv-xlix."
"355";"1804A054";"1804A054_3";"Monthly Review";" 2nd ser. 44 (July 1804): 304–06.";"1";"Monthly Review, 2nd ser. 44 (July 1804): 304–06."
"356";"1804A055";"1804A055_1";"Flowers of Literature";"Flowers of Literature (1805): 420.";"1";"Flowers of Literature (1805): 420."
"357";"1804A055";"1804A055_2";"Monthly Review";" 2nd ser. 45 (Nov 1804): 315.";"1";"Monthly Review, 2nd ser. 45 (Nov 1804): 315."
"358";"1804A056";"1804A056_1";"Flowers of Literature";"Flowers of Literature (1805): 429.";"1";"Flowers of Literature (1805): 429."
"359";"1804A056";"1804A056_2";"Flowers of Literature";"Flowers of Literature for 1805: ‘The fertile pen of Mrs.";"0";"Flowers of Literature for 1805: ‘The fertile pen of Mrs."
"360";"1804A058";"1804A058_1";"Critical Review";" 3rd ser. 2 (June 1804): 236.";"1";"Critical Review, 3rd ser. 2 (June 1804): 236."
"361";"1804A059";"1804A059_1";"Monthly Review";" 2nd ser. 47 (June 1805): 205–06.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 205–06."
"362";"1804A062";"1804A062_1";"Critical Review";" 3rd ser. 3 (Sept 1804): 115.";"1";"Critical Review, 3rd ser. 3 (Sept 1804): 115."
"363";"1804A063";"1804A063_1";"Flowers of Literature";"Flowers of Literature (1804): 459.";"1";"Flowers of Literature (1804): 459."
"364";"1804A064";"1804A064_1";"Critical Review";" 3rd ser. 3 (Oct 1804): 238.";"1";"Critical Review, 3rd ser. 3 (Oct 1804): 238."
"365";"1804A064";"1804A064_2";"Flowers of Literature";"Flowers of Literature (1804): 455.";"1";"Flowers of Literature (1804): 455."
"366";"1804A065";"1804A065_1";"Critical Review";" 3rd ser. 3 (Sept 1804): 115.";"1";"Critical Review, 3rd ser. 3 (Sept 1804): 115."
"367";"1804A066";"1804A066_1";"Flowers of Literature";"Flowers of Literature (1804): 467.";"1";"Flowers of Literature (1804): 467."
"368";"1804A066";"1804A066_2";"Flowers of Literature";" has started in the person of MR.";"0";"Flowers of Literature for 1804: ‘A new candidate for literary fame, as a novel writer, has started in the person of MR."
"369";"1804A066";"1804A066_3";"Flowers of Literature";"Flowers of Literature for 1806: ‘Mr.";"0";"Flowers of Literature for 1806: ‘Mr."
"370";"1804A066";"1804A066_4";"Monthly Review";" 2nd ser. 45 (Nov 1804): 314.";"1";"Monthly Review, 2nd ser. 45 (Nov 1804): 314."
"371";"1804A067";"1804A067_1";"Critical Review";" 3rd ser. 2 (June 1804): 235.";"1";"Critical Review, 3rd ser. 2 (June 1804): 235."
"372";"1804A067";"1804A067_2";"Monthly Review";" 2nd ser. 45 (Nov 1804): 314.";"1";"Monthly Review, 2nd ser. 45 (Nov 1804): 314."
"373";"1804A069";"1804A069_1";"Critical Review";" 3rd ser. 2 (June 1804): 235.";"1";"Critical Review, 3rd ser. 2 (June 1804): 235."
"374";"1804A069";"1804A069_2";"Flowers of Literature";"Flowers of Literature (1804): 461.";"1";"Flowers of Literature (1804): 461."
"375";"1804A069";"1804A069_3";"Flowers of Literature";"Flowers of Literature for 1804: ‘MRS.";"0";"Flowers of Literature for 1804: ‘MRS."
"376";"1804A069";"1804A069_4";"Monthly Review";" 2nd ser. 45 (Oct 1804): 212.";"1";"Monthly Review, 2nd ser. 45 (Oct 1804): 212."
"377";"1804A071";"1804A071_1";"Critical Review";" 3rd ser. 1 (Mar 1804): 357.";"1";"Critical Review, 3rd ser. 1 (Mar 1804): 357."
"378";"1804A072";"1804A072_1";"Critical Review";" 3rd ser. 2 (July 1804): 348.";"1";"Critical Review, 3rd ser. 2 (July 1804): 348."
"379";"1804A072";"1804A072_2";"Monthly Review";" 2nd ser. 44 (Aug 1804): 424.";"1";"Monthly Review, 2nd ser. 44 (Aug 1804): 424."
"380";"1804A073";"1804A073_1";"Critical Review";" 3rd ser. 3 (Nov 1804): 359–60.";"1";"Critical Review, 3rd ser. 3 (Nov 1804): 359–60."
"381";"1804A075";"1804A075_1";"Monthly Review";" 2nd ser. 47 (June 1805): 206.";"1";"Monthly Review, 2nd ser. 47 (June 1805): 206."
"382";"1805A001";"1805A001_1";"Critical Review";" 3rd ser. 6 (Nov 1805): 326.";"1";"Critical Review, 3rd ser. 6 (Nov 1805): 326."
"383";"1805A003";"1805A003_1";"Critical Review";" 3rd ser. 7 (Jan 1806): 106–07.";"1";"Critical Review, 3rd ser. 7 (Jan 1806): 106–07."
"384";"1805A003";"1805A003_2";"Monthly Review";" 2nd ser. 51 (Nov 1806): 321.";"1";"Monthly Review, 2nd ser. 51 (Nov 1806): 321."
"385";"1805A004";"1805A004_1";"Critical Review";" 3rd ser. 5 (June 1805): 218.";"1";"Critical Review, 3rd ser. 5 (June 1805): 218."
"386";"1805A009";"1805A009_1";"Critical Review";" 3rd ser. 5 (Aug 1805): 443.";"1";"Critical Review, 3rd ser. 5 (Aug 1805): 443."
"387";"1805A009";"1805A009_2";"Monthly Review";" 2nd ser. 52 (Jan 1807): 98.";"1";"Monthly Review, 2nd ser. 52 (Jan 1807): 98."
"388";"1805A012";"1805A012_1";"Critical Review";" 3rd ser. 6 (Oct 1805): 216–17.";"1";"Critical Review, 3rd ser. 6 (Oct 1805): 216–17."
"389";"1805A012";"1805A012_2";"Monthly Review";" 2nd ser. 53 (Aug 1807): 437.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 437."
"390";"1805A015";"1805A015_1";"Critical Review";" 3rd ser. 4 (Mar 1805): 329–30.";"1";"Critical Review, 3rd ser. 4 (Mar 1805): 329–30."
"391";"1805A022";"1805A022_1";"Monthly Review";" Appendix to 2nd ser. 58 (Jan–Apr 1809): 515–17.";"1";"Monthly Review, Appendix to 2nd ser. 58 (Jan–Apr 1809): 515–17."
"392";"1805A025";"1805A025_1";"Critical Review";" 3rd ser. 8 (May 1806): 24–33.";"1";"Critical Review, 3rd ser. 8 (May 1806): 24–33."
"393";"1805A025";"1805A025_2";"Flowers of Literature";"Flowers of Literature (1805): 429.";"1";"Flowers of Literature (1805): 429."
"394";"1805A025";"1805A025_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘[.";"0";"Flowers of Literature for 1805: ‘[."
"395";"1805A025";"1805A025_4";"Flowers of Literature";" we announced the appearance of Mr.";"0";"Flowers of Literature for 1806: ‘In our preceding volume, we announced the appearance of Mr."
"396";"1805A025";"1805A025_5";"Monthly Review";" 2nd ser. 50 (July 1806): 318–19.";"1";"Monthly Review, 2nd ser. 50 (July 1806): 318–19."
"397";"1805A028";"1805A028_1";"Critical Review";" 3rd ser. 4 (Feb 1805): 155–57.";"1";"Critical Review, 3rd ser. 4 (Feb 1805): 155–57."
"398";"1805A028";"1805A028_2";"Flowers of Literature";"Flowers of Literature (1806): 502.";"1";"Flowers of Literature (1806): 502."
"399";"1805A028";"1805A028_3";"Monthly Review";" 2nd ser. 51 (Oct 1806): 207.";"1";"Monthly Review, 2nd ser. 51 (Oct 1806): 207."
"400";"1805A029";"1805A029_1";"Critical Review";" 3rd ser. 4 (Feb 1805): 218–19.";"1";"Critical Review, 3rd ser. 4 (Feb 1805): 218–19."
"401";"1805A031";"1805A031_1";"Critical Review";" 3rd ser. 6 (Nov 1805): 325–26.";"1";"Critical Review, 3rd ser. 6 (Nov 1805): 325–26."
"402";"1805A031";"1805A031_2";"Monthly Review";" 2nd ser. 49 (Jan 1806): 103–04.";"1";"Monthly Review, 2nd ser. 49 (Jan 1806): 103–04."
"403";"1805A032";"1805A032_1";"Critical Review";" 3rd ser. 4 (Apr 1805): 383–91.";"1";"Critical Review, 3rd ser. 4 (Apr 1805): 383–91."
"404";"1805A032";"1805A032_2";"Flowers of Literature";"Flowers of Literature (1805): 422.";"1";"Flowers of Literature (1805): 422."
"405";"1805A032";"1805A032_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘Mr.";"0";"Flowers of Literature for 1805: ‘Mr."
"406";"1805A032";"1805A032_4";"Monthly Review";" 2nd ser. 49 (Jan 1806): 102.";"1";"Monthly Review, 2nd ser. 49 (Jan 1806): 102."
"407";"1805A034";"1805A034_1";"Critical Review";" 3rd ser. 5 (Aug 1805): 421–23.";"1";"Critical Review, 3rd ser. 5 (Aug 1805): 421–23."
"408";"1805A034";"1805A034_2";"Flowers of Literature";"Flowers of Literature (1805): 432–3.";"1";"Flowers of Literature (1805): 432–3."
"409";"1805A034";"1805A034_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘Mr.";"0";"Flowers of Literature for 1805: ‘Mr."
"410";"1805A034";"1805A034_4";"Monthly Review";" 2nd ser. 53 (Aug 1807): 437.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 437."
"411";"1805A035";"1805A035_1";"Critical Review";" 3rd ser. 7 (Feb 1806): 215.";"1";"Critical Review, 3rd ser. 7 (Feb 1806): 215."
"412";"1805A035";"1805A035_2";"Monthly Review";" 2nd ser. 51 (Oct 1806): 207.";"1";"Monthly Review, 2nd ser. 51 (Oct 1806): 207."
"413";"1805A037";"1805A037_1";"Critical Review";" 3rd ser. 7 (Jan 1806): 14–24.";"1";"Critical Review, 3rd ser. 7 (Jan 1806): 14–24."
"414";"1805A037";"1805A037_2";"Flowers of Literature";"Flowers of Literature (1806): lxxvi.";"1";"Flowers of Literature (1806): lxxvi."
"415";"1805A037";"1805A037_3";"Monthly Review";" 2nd ser. 52 (Feb 1807): 215–16.";"1";"Monthly Review, 2nd ser. 52 (Feb 1807): 215–16."
"416";"1805A038";"1805A038_1";"Flowers of Literature";"Flowers of Literature (1805): 423.";"1";"Flowers of Literature (1805): 423."
"417";"1805A038";"1805A038_2";"Flowers of Literature";" by mentioning an uncommonly interesting and well-written novel of the historical class.";"0";"Flowers of Literature for 1805: ‘We shall conclude our sketch of the masculine attempts at the composition of fictitious narrative, by mentioning an uncommonly interesting and well-written novel of the historical class."
"418";"1805A041";"1805A041_1";"Critical Review";" 3rd ser. 6 (Dec 1805): 437.";"1";"Critical Review, 3rd ser. 6 (Dec 1805): 437."
"419";"1805A041";"1805A041_2";"Monthly Review";" 2nd ser. 51 (Oct 1806): 207.";"1";"Monthly Review, 2nd ser. 51 (Oct 1806): 207."
"420";"1805A042";"1805A042_1";"Flowers of Literature";"Flowers of Literature (1806): 495.";"1";"Flowers of Literature (1806): 495."
"421";"1805A046";"1805A046_1";"Critical Review";" 3rd ser. 5 (July 1805): 330–31.";"1";"Critical Review, 3rd ser. 5 (July 1805): 330–31."
"422";"1805A047";"1805A047_1";"Critical Review";" 3rd ser. 6 (Dec 1805): 438.";"1";"Critical Review, 3rd ser. 6 (Dec 1805): 438."
"423";"1805A047";"1805A047_2";"Monthly Review";" 2nd ser. 53 (Aug 1807): 437.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 437."
"424";"1805A052";"1805A052_1";"Critical Review";" 3rd ser. 6 (Oct 1805): 218.";"1";"Critical Review, 3rd ser. 6 (Oct 1805): 218."
"425";"1805A052";"1805A052_2";"Flowers of Literature";"Flowers of Literature (1805): 420.";"1";"Flowers of Literature (1805): 420."
"426";"1805A052";"1805A052_3";"Monthly Review";" 2nd ser. 51 (Nov 1806): 335–36.";"1";"Monthly Review, 2nd ser. 51 (Nov 1806): 335–36."
"427";"1805A055";"1805A055_1";"Monthly Review";" 2nd ser. 53 (Aug 1807): 436–37.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 436–37."
"428";"1805A056";"1805A056_1";"Critical Review";" 3rd ser. 7 (Jan 1806): 107–08.";"1";"Critical Review, 3rd ser. 7 (Jan 1806): 107–08."
"429";"1805A057";"1805A057_1";"Flowers of Literature";"Flowers of Literature (1805): 433.";"1";"Flowers of Literature (1805): 433."
"430";"1805A057";"1805A057_2";"Flowers of Literature";" viz.";"0";"Flowers of Literature for 1805: ‘We shall terminate this article, by recommending to the notice of our readers three other novels by our fair countrywomen, viz."
"431";"1805A058";"1805A058_1";"Critical Review";" 3rd ser. 4 (Feb 1805): 219–21.";"1";"Critical Review, 3rd ser. 4 (Feb 1805): 219–21."
"432";"1805A058";"1805A058_2";"Flowers of Literature";"Flowers of Literature (1805): 416.";"1";"Flowers of Literature (1805): 416."
"433";"1805A058";"1805A058_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘Mrs.";"0";"Flowers of Literature for 1805: ‘Mrs."
"434";"1805A058";"1805A058_4";"Flowers of Literature";"Flowers of Literature for 1807: ‘[.";"0";"Flowers of Literature for 1807: ‘[."
"435";"1805A058";"1805A058_5";"Monthly Review";" 2nd ser. 51 (Nov 1806): 320–21.";"1";"Monthly Review, 2nd ser. 51 (Nov 1806): 320–21."
"436";"1805A059";"1805A059_1";"Monthly Review";" 2nd ser. 58 (Jan 1809): 101.";"1";"Monthly Review, 2nd ser. 58 (Jan 1809): 101."
"437";"1805A061";"1805A061_1";"Flowers of Literature";"Flowers of Literature (1805): 419.";"1";"Flowers of Literature (1805): 419."
"438";"1805A061";"1805A061_2";"Flowers of Literature";" viz.";"0";"Flowers of Literature for 1805: ‘We shall terminate this article, by recommending to the notice of our readers three other novels by our fair countrywomen, viz."
"439";"1805A062";"1805A062_1";"Monthly Review";" 2nd ser. 50 (June 1806): 220.";"1";"Monthly Review, 2nd ser. 50 (June 1806): 220."
"440";"1805A065";"1805A065_1";"Critical Review";" 3rd ser. 6 (Nov 1805): 326–27.";"1";"Critical Review, 3rd ser. 6 (Nov 1805): 326–27."
"441";"1805A065";"1805A065_2";"Flowers of Literature";"Flowers of Literature (1805): 433–434.";"1";"Flowers of Literature (1805): 433–434."
"442";"1805A065";"1805A065_3";"Flowers of Literature";"Flowers of Literature for 1805: ‘Mrs.";"0";"Flowers of Literature for 1805: ‘Mrs."
"443";"1805A065";"1805A065_4";"Monthly Review";" 2nd ser. 50 (July 1806): 318–19.";"1";"Monthly Review, 2nd ser. 50 (July 1806): 318–19."
"444";"1805A067";"1805A067_1";"Critical Review";" 3rd ser. 5 (June 1805): 218.";"1";"Critical Review, 3rd ser. 5 (June 1805): 218."
"445";"1805A067";"1805A067_2";"Monthly Review";" 2nd ser. 49 (Feb 1806): 207–08.";"1";"Monthly Review, 2nd ser. 49 (Feb 1806): 207–08."
"446";"1805A069";"1805A069_1";"Flowers of Literature";"Flowers of Literature (1806): 502.";"1";"Flowers of Literature (1806): 502."
"447";"1805A069";"1805A069_2";"Flowers of Literature";"Flowers of Literature for 1806: ‘Mrs.";"0";"Flowers of Literature for 1806: ‘Mrs."
"448";"1805A070";"1805A070_1";"Critical Review";" 3rd ser. 3 (Dec 1804): 470.";"1";"Critical Review, 3rd ser. 3 (Dec 1804): 470."
"449";"1805A073";"1805A073_1";"Monthly Review";" 2nd ser. 52 (Jan 1807): 97–98.";"1";"Monthly Review, 2nd ser. 52 (Jan 1807): 97–98."
"450";"1805A076";"1805A076_1";"Critical Review";" 3rd ser. 5 (July 1805): 252–56.";"1";"Critical Review, 3rd ser. 5 (July 1805): 252–56."
"451";"1805A076";"1805A076_2";"Flowers of Literature";"Flowers of Literature (1806): 498.";"1";"Flowers of Literature (1806): 498."
"452";"1806A001";"1806A001_1";"Flowers of Literature";"Flowers of Literature (1806): lxxix.";"1";"Flowers of Literature (1806): lxxix."
"453";"1806A002";"1806A002_1";"Flowers of Literature";"Flowers of Literature (1806): lxxx.";"1";"Flowers of Literature (1806): lxxx."
"454";"1806A003";"1806A003_1";"Flowers of Literature";"Flowers of Literature (1806): lxxix-lxxx.";"1";"Flowers of Literature (1806): lxxix-lxxx."
"455";"1806A004";"1806A004_1";"Flowers of Literature";"Flowers of Literature (1806): 498.";"1";"Flowers of Literature (1806): 498."
"456";"1806A005";"1806A005_1";"Flowers of Literature";"Flowers of Literature (1806): lxxix.";"1";"Flowers of Literature (1806): lxxix."
"457";"1806A006";"1806A006_1";"Flowers of Literature";"Flowers of Literature (1806): lxxvii.";"1";"Flowers of Literature (1806): lxxvii."
"458";"1806A007";"1806A007_1";"Critical Review";" 3rd ser. 7 (Mar 1806): 329.";"1";"Critical Review, 3rd ser. 7 (Mar 1806): 329."
"459";"1806A007";"1806A007_2";"Flowers of Literature";"Flowers of Literature (1805): lxii.";"1";"Flowers of Literature (1805): lxii."
"460";"1806A007";"1806A007_3";"Monthly Review";" 2nd ser. 53 (Aug 1807): 436.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 436."
"461";"1806A008";"1806A008_1";"Critical Review";" 3rd ser. 7 (Mar 1806): 328–29.";"1";"Critical Review, 3rd ser. 7 (Mar 1806): 328–29."
"462";"1806A008";"1806A008_2";"Flowers of Literature";"Flowers of Literature (1805): 422.";"1";"Flowers of Literature (1805): 422."
"463";"1806A008";"1806A008_3";"Flowers of Literature";" three volumes; all of which are modestly published without the names of the authors.";"0";"Flowers of Literature for 1805: ‘Amongst the new novels which were sent to us at the close of the year, and which we recommend as being extremely interesting and unexceptionable, having perused them most attentively, are, The Eventful Marriage, in four volumes; Ferdinand and Amelia, in three volumes; and Eversfield Abbey, three volumes; all of which are modestly published without the names of the authors."
"464";"1806A008";"1806A008_4";"Monthly Review";" 2nd ser. 49 (Feb 1806): 208.";"1";"Monthly Review, 2nd ser. 49 (Feb 1806): 208."
"465";"1806A009";"1806A009_1";"Critical Review";" 3rd ser. 11 (May 1807): 96–97.";"1";"Critical Review, 3rd ser. 11 (May 1807): 96–97."
"466";"1806A012";"1806A012_1";"Flowers of Literature";"Flowers of Literature (1806): 507.";"1";"Flowers of Literature (1806): 507."
"467";"1806A014";"1806A014_1";"Flowers of Literature";"Flowers of Literature (1806): lxxvi.";"1";"Flowers of Literature (1806): lxxvi."
"468";"1806A016";"1806A016_1";"Flowers of Literature";"Flowers of Literature (1806): 495.";"1";"Flowers of Literature (1806): 495."
"469";"1806A016";"1806A016_2";"Flowers of Literature";"Flowers of Literature for 1806: ‘Mr.";"0";"Flowers of Literature for 1806: ‘Mr."
"470";"1806A018";"1806A018_1";"Flowers of Literature";"Flowers of Literature (1806): 501.";"1";"Flowers of Literature (1806): 501."
"471";"1806A019";"1806A019_1";"Flowers of Literature";"Flowers of Literature (1806): 516.";"1";"Flowers of Literature (1806): 516."
"472";"1806A020";"1806A020_1";"Flowers of Literature";"Flowers of Literature (1806): 512.";"1";"Flowers of Literature (1806): 512."
"473";"1806A021";"1806A021_1";"Flowers of Literature";"Flowers of Literature (1806): 513–14.";"1";"Flowers of Literature (1806): 513–14."
"474";"1806A022";"1806A022_1";"Critical Review";" 5th ser. 1 (Mar 1815): 312.";"1";"Critical Review, 5th ser. 1 (Mar 1815): 312."
"475";"1806A022";"1806A022_2";"Flowers of Literature";"Flowers of Literature (1806): lxxx.";"1";"Flowers of Literature (1806): lxxx."
"476";"1806A023";"1806A023_1";"Flowers of Literature";"Flowers of Literature (1806): lxxiv-lxxv.";"1";"Flowers of Literature (1806): lxxiv-lxxv."
"477";"1806A024";"1806A024_1";"Critical Review";" 3rd ser. 10 (Mar 1807): 325–26.";"1";"Critical Review, 3rd ser. 10 (Mar 1807): 325–26."
"478";"1806A024";"1806A024_2";"Monthly Review";" 2nd ser. 50 (June 1806): 205–06.";"1";"Monthly Review, 2nd ser. 50 (June 1806): 205–06."
"479";"1806A025";"1806A025_1";"Critical Review";" 3rd ser. 10 (Apr 1807): 402–03.";"1";"Critical Review, 3rd ser. 10 (Apr 1807): 402–03."
"480";"1806A025";"1806A025_2";"Flowers of Literature";"Flowers of Literature (1806): 513.";"1";"Flowers of Literature (1806): 513."
"481";"1806A025";"1806A025_3";"Monthly Review";" 2nd ser. 53 (Aug 1807): 436.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 436."
"482";"1806A026";"1806A026_1";"Critical Review";" 3rd ser. 7 (Feb 1806): 215–16.";"1";"Critical Review, 3rd ser. 7 (Feb 1806): 215–16."
"483";"1806A026";"1806A026_2";"Flowers of Literature";"Flowers of Literature (1806): lxxv.";"1";"Flowers of Literature (1806): lxxv."
"484";"1806A026";"1806A026_3";"Flowers of Literature";" by Mrs.";"0";"Flowers of Literature for 1806, the novel Adelaide (EN2 1806: 28), by Mrs."
"485";"1806A026";"1806A026_4";"Monthly Review";" 2nd ser. 53 (Aug 1807): 435–36.";"1";"Monthly Review, 2nd ser. 53 (Aug 1807): 435–36."
"486";"1806A027";"1806A027_1";"Flowers of Literature";"Flowers of Literature (1806): 497.";"1";"Flowers of Literature (1806): 497."
"487";"1806A027";"1806A027_2";"Flowers of Literature";" that the puerile and inconsistent novel of Adelaide was written by the same author.";"0";"Flowers of Literature for 1806. The remark follows a discussion of Maria Edgeworth’s novel Leonora (EN2 1806: 29): ‘We were much surprised to find, that the puerile and inconsistent novel of Adelaide was written by the same author."
"488";"1806A029";"1806A029_1";"Critical Review";" Appendix to 3rd ser. 7 (Jan–Apr 1806): 520–25.";"1";"Critical Review, Appendix to 3rd ser. 7 (Jan–Apr 1806): 520–25."
"489";"1806A029";"1806A029_2";"Flowers of Literature";"Flowers of Literature (1806): 495.";"1";"Flowers of Literature (1806): 495."
"490";"1806A029";"1806A029_3";"Flowers of Literature";" may class with the finest productions of that lady’s pen.";"0";"Flowers of Literature for 1806: ‘Madame de Genlis’s Alphonsine, or Maternal Affection, may class with the finest productions of that lady’s pen."
"491";"1806A029";"1806A029_4";"Monthly Review";" 2nd ser. 55 (Mar 1808): 319.";"1";"Monthly Review, 2nd ser. 55 (Mar 1808): 319."
"492";"1806A031";"1806A031_1";"Critical Review";" Appendix to 3rd ser. 9 (Sept–Dec 1806): 476–79.";"1";"Critical Review, Appendix to 3rd ser. 9 (Sept–Dec 1806): 476–79."
"493";"1806A031";"1806A031_2";"Monthly Review";" Appendix to 2nd ser. 50 (May–Aug 1806): 500–02.";"0";"Monthly Review, Appendix to 2nd ser. 50 (May–Aug 1806): 500–02."
"494";"1806A031";"1806A031_3";"Monthly Review";" Vol. XLV. N.S. p. 211. [2] All these details are historical. [3] The brother of Madame de Montespan. [4] The Chevalier de Grammont.Notes: Listed under ‘Foreign Literature’.";"0";"Monthly Review, Vol. XLV. N.S. p. 211. [2] All these details are historical. [3] The brother of Madame de Montespan. [4] The Chevalier de Grammont.Notes: Listed under ‘Foreign Literature’."
"495";"1806A032";"1806A032_1";"Critical Review";" 3rd ser. 8 (Aug 1806): 443.";"1";"Critical Review, 3rd ser. 8 (Aug 1806): 443."
"496";"1806A032";"1806A032_2";"Monthly Review";" 2nd ser. 51 (Nov 1806): 320.";"1";"Monthly Review, 2nd ser. 51 (Nov 1806): 320."
