;Unnamed: 0_x;id;review;review_title;date_x;notes_x;full_meta;Unnamed: 0_y;date_y;author;gender;title;publication;format;cat;notes_y;further_eds
384;385.0;1805A004;1805A004_1;Critical Review; 3rd ser. 5 (June 1805): 218.;1;Critical Review, 3rd ser. 5 (June 1805): 218.;375;1805.0;ANON ;Female.;THE CASTLE OF SANTA FE A NOVEL IN FOUR VOLUMES BY A CLERGYMANS DAUGHTER AUTHOR OF JEALOUSY OR THE DREADFUL MISTAKE;London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1805. ;"4 vols (I 260p, ill.; II 267p; III 358p; IV 324p). 12°.";"Corvey; CME 3-628-47223-7; ECB 100; EN2 1805: 3; NSTC C2390; OCLC 6676039.";"Dedication to the Honourable Mrs Ariana Egerton, with a footnote stating 'This Dedication was designed for the Press, by the truly amiable and lamented Author of this Work, a short time before she<U+0097>DIED!'. BL and Bodleian catalogues list under Cleeve, Miss; though Blakey treats both this title and Jealousy (EN2 1802: 6) as anonymous. No further information about Miss Cleeve has been discovered.";
385;386.0;1805A009;1805A009_1;Critical Review; 3rd ser. 5 (Aug 1805): 443.;1;Critical Review, 3rd ser. 5 (Aug 1805): 443.;380;1805.0;ANON ;Unknown.;MEMOIRS OF M DE BRINBOC CONTAINING SOME VIEWS OF ENGLISH AND FOREIGN SOCIETY IN THREE VOLUMES;London:Printed for T. Cadell and W. Davies, in the Strand, 1805. ;"3 vols ( I 290p; II 272p; III 264p). 12°.";"BL N.2333-35; ECB 380; EN2 1805: 8; NSTC B4325; OCLC 11358343.";;
386;387.0;1805A009;1805A009_2;Monthly Review; 2nd ser. 52 (Jan 1807): 98.;1;Monthly Review, 2nd ser. 52 (Jan 1807): 98.;380;1805.0;ANON ;Unknown.;MEMOIRS OF M DE BRINBOC CONTAINING SOME VIEWS OF ENGLISH AND FOREIGN SOCIETY IN THREE VOLUMES;London:Printed for T. Cadell and W. Davies, in the Strand, 1805. ;"3 vols ( I 290p; II 272p; III 264p). 12°.";"BL N.2333-35; ECB 380; EN2 1805: 8; NSTC B4325; OCLC 11358343.";;
387;388.0;1805A012;1805A012_1;Critical Review; 3rd ser. 6 (Oct 1805): 21617.;1;Critical Review, 3rd ser. 6 (Oct 1805): 21617.;383;1805.0;ANON ;Female.;ROSETTA A NOVEL IN FOUR VOLUMES BY A LADY WELL KNOWN IN THE FASHIONABLE WORLD;Richmond:Printed by and for G. A. Wall, and sold by Longman, Hurst, Rees, and Orme, Paternoster Row, London, 1805. ;"4 vols (I 244; II 260; III 201; IV 250p). 12°.";"Corvey; CME 3-628-48550-9; ECB 503; EN2 1805: 11; xNSTC; xOCLC.";"Summers lists two novels with the same lead title: Rosetta: A Novel, Minerva Press, 1805; and one matching the present full title, but published by Longman, 1807; he also states that the first Rosetta has been ascribed by Stephen Jones to Mrs Parsons. It seems not unlikely that in actuality the two Rosettas are the same novel, as above. For a contemporary association of this title with Eliza Parsons, see EN2 Update 2.";
388;389.0;1805A012;1805A012_2;Monthly Review; 2nd ser. 53 (Aug 1807): 437.;1;Monthly Review, 2nd ser. 53 (Aug 1807): 437.;383;1805.0;ANON ;Female.;ROSETTA A NOVEL IN FOUR VOLUMES BY A LADY WELL KNOWN IN THE FASHIONABLE WORLD;Richmond:Printed by and for G. A. Wall, and sold by Longman, Hurst, Rees, and Orme, Paternoster Row, London, 1805. ;"4 vols (I 244; II 260; III 201; IV 250p). 12°.";"Corvey; CME 3-628-48550-9; ECB 503; EN2 1805: 11; xNSTC; xOCLC.";"Summers lists two novels with the same lead title: Rosetta: A Novel, Minerva Press, 1805; and one matching the present full title, but published by Longman, 1807; he also states that the first Rosetta has been ascribed by Stephen Jones to Mrs Parsons. It seems not unlikely that in actuality the two Rosettas are the same novel, as above. For a contemporary association of this title with Eliza Parsons, see EN2 Update 2.";
389;390.0;1805A015;1805A015_1;Critical Review; 3rd ser. 4 (Mar 1805): 32930.;1;Critical Review, 3rd ser. 4 (Mar 1805): 32930.;386;1805.0;ANON ;Unknown.;VALOMBROSA OR THE VENETIAN NUN A NOVEL IN TWO VOLUMES;London:Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1805. ;"2 vols (I 264p; II 306p). 12°.";"Corvey; CME 3-628-48855-9; ECB 609; EN2 1805: 14; xNSTC; xOCLC.";Evidently by the same author as that of Forresti and Vesuvia (see EN2 1806: 9 and 1807: 6). Blakey lists as 3 vols, under 1804, but copy not seen. ECB dates Nov 1804, but in 2 vols. No 1804 edn in 3 vols has been located.;
390;391.0;1805A022;1805A022_1;Monthly Review; Appendix to 2nd ser. 58 (JanApr 1809): 51517.;1;Monthly Review, Appendix to 2nd ser. 58 (JanApr 1809): 51517.;393;1805.0;Sophie Ristaud COTTIN ;Female.;THE SARACEN OR MATILDA AND MELEK ADHEL A CRUSADEROMANCE FROM THE FRENCH OF MADAME COTTIN WITH AN HISTORICAL INTRODUCTION BY J MICHAUD THE FRENCH EDITOR IN FOUR VOLUMES;London:Printed for R. Dutton, 45, Gracechurch-Street, 1805. ;"4 vols (I lxxiii, 279p; II 296p; III 263p; IV 264p). 12°.";"Corvey; CME 3-628-47580-5; EN2 1805: 22; xNSTC; xOCLC.";Trans. of Mathilde, ou mémoires tirés de l'histoire des croisades (Paris, 1805). Introduction signed 'J. Michaud, Editor'.;"1808 (OCLC 14154450); 1809 as Matilda and Malek Adhel, the Saracen [<U+0085>] to which is prefixed a Memoir of the Life of the Authoress by Mr. D. Boileau (BL 1508/151; NSTC C3821); 3rd edn 1816 (NSTC); 4th edn 1817 (OCLC); 1833 (NSTC); New York 1810 (NSTC)."
391;392.0;1805A025;1805A025_1;Critical Review; 3rd ser. 8 (May 1806): 2433.;1;Critical Review, 3rd ser. 8 (May 1806): 2433.;396;1805.0;Robert Charles DALLAS ;Male.;THE MORLANDS TALES ILLUSTRATIVE OF THE SIMPLE AND SURPRISING BY R C DALLAS ESQ IN FOUR VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1805. ;"4 vols (I viii, 233p; II 270p; III 468p; IV 385p). 12°.";"Corvey; CME 3-628-47393-4; ECB 150; EN2 1805: 25; NSTC D99; OCLC 3078461.";Introduction contains dialogue between author and friend.;
392;393.0;1805A025;1805A025_2;Flowers of Literature;Flowers of Literature (1805): 429.;1;Flowers of Literature (1805): 429.;396;1805.0;Robert Charles DALLAS ;Male.;THE MORLANDS TALES ILLUSTRATIVE OF THE SIMPLE AND SURPRISING BY R C DALLAS ESQ IN FOUR VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1805. ;"4 vols (I viii, 233p; II 270p; III 468p; IV 385p). 12°.";"Corvey; CME 3-628-47393-4; ECB 150; EN2 1805: 25; NSTC D99; OCLC 3078461.";Introduction contains dialogue between author and friend.;
393;394.0;1805A025;1805A025_3;Flowers of Literature;Flowers of Literature for 1805: [.;0;Flowers of Literature for 1805: [.;396;1805.0;Robert Charles DALLAS ;Male.;THE MORLANDS TALES ILLUSTRATIVE OF THE SIMPLE AND SURPRISING BY R C DALLAS ESQ IN FOUR VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1805. ;"4 vols (I viii, 233p; II 270p; III 468p; IV 385p). 12°.";"Corvey; CME 3-628-47393-4; ECB 150; EN2 1805: 25; NSTC D99; OCLC 3078461.";Introduction contains dialogue between author and friend.;
394;395.0;1805A025;1805A025_4;Flowers of Literature; we announced the appearance of Mr.;0;Flowers of Literature for 1806: In our preceding volume, we announced the appearance of Mr.;396;1805.0;Robert Charles DALLAS ;Male.;THE MORLANDS TALES ILLUSTRATIVE OF THE SIMPLE AND SURPRISING BY R C DALLAS ESQ IN FOUR VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1805. ;"4 vols (I viii, 233p; II 270p; III 468p; IV 385p). 12°.";"Corvey; CME 3-628-47393-4; ECB 150; EN2 1805: 25; NSTC D99; OCLC 3078461.";Introduction contains dialogue between author and friend.;
395;396.0;1805A025;1805A025_5;Monthly Review; 2nd ser. 50 (July 1806): 31819.;1;Monthly Review, 2nd ser. 50 (July 1806): 31819.;396;1805.0;Robert Charles DALLAS ;Male.;THE MORLANDS TALES ILLUSTRATIVE OF THE SIMPLE AND SURPRISING BY R C DALLAS ESQ IN FOUR VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row, 1805. ;"4 vols (I viii, 233p; II 270p; III 468p; IV 385p). 12°.";"Corvey; CME 3-628-47393-4; ECB 150; EN2 1805: 25; NSTC D99; OCLC 3078461.";Introduction contains dialogue between author and friend.;
396;397.0;1805A028;1805A028_1;Critical Review; 3rd ser. 4 (Feb 1805): 15557.;1;Critical Review, 3rd ser. 4 (Feb 1805): 15557.;399;1805.0;Isaac D'ISRAELI ;Male.;FLIMFLAMS OR THE LIFE AND ERRORS OF MY UNCLE AND THE AMOURS OF MY AUNT WITH ILLUSTRATIONS AND OBSCURITIES BY MESSIEURS TAG RAG AND BOBTAIL WITH AN ILLUMINATING INDEX IN THREE VOLUMES WITH NINE PLATES;London:Printed for John Murray, 32, Fleet Street, 1805. ;"3 vols (I xvi, 220p, ill.; II 236p, ill.; III 279p, ill.). 8°.";"Corvey; CME 3-628-47756-5; ECB 209; EN2 1805: 28; NSTC D1360; OCLC 3427567.";'Advertisement. The Reviewers Anticipated!!!', at the beginning of vol. 1, followed by a variety of Shandean preliminaries. 'An Illuminating Index' (22 pp. unn.) at the end of vol. 3.;New edn 1806 (NSTC, OCLC).
397;398.0;1805A028;1805A028_2;Flowers of Literature;Flowers of Literature (1806): 502.;1;Flowers of Literature (1806): 502.;399;1805.0;Isaac D'ISRAELI ;Male.;FLIMFLAMS OR THE LIFE AND ERRORS OF MY UNCLE AND THE AMOURS OF MY AUNT WITH ILLUSTRATIONS AND OBSCURITIES BY MESSIEURS TAG RAG AND BOBTAIL WITH AN ILLUMINATING INDEX IN THREE VOLUMES WITH NINE PLATES;London:Printed for John Murray, 32, Fleet Street, 1805. ;"3 vols (I xvi, 220p, ill.; II 236p, ill.; III 279p, ill.). 8°.";"Corvey; CME 3-628-47756-5; ECB 209; EN2 1805: 28; NSTC D1360; OCLC 3427567.";'Advertisement. The Reviewers Anticipated!!!', at the beginning of vol. 1, followed by a variety of Shandean preliminaries. 'An Illuminating Index' (22 pp. unn.) at the end of vol. 3.;New edn 1806 (NSTC, OCLC).
398;399.0;1805A028;1805A028_3;Monthly Review; 2nd ser. 51 (Oct 1806): 207.;1;Monthly Review, 2nd ser. 51 (Oct 1806): 207.;399;1805.0;Isaac D'ISRAELI ;Male.;FLIMFLAMS OR THE LIFE AND ERRORS OF MY UNCLE AND THE AMOURS OF MY AUNT WITH ILLUSTRATIONS AND OBSCURITIES BY MESSIEURS TAG RAG AND BOBTAIL WITH AN ILLUMINATING INDEX IN THREE VOLUMES WITH NINE PLATES;London:Printed for John Murray, 32, Fleet Street, 1805. ;"3 vols (I xvi, 220p, ill.; II 236p, ill.; III 279p, ill.). 8°.";"Corvey; CME 3-628-47756-5; ECB 209; EN2 1805: 28; NSTC D1360; OCLC 3427567.";'Advertisement. The Reviewers Anticipated!!!', at the beginning of vol. 1, followed by a variety of Shandean preliminaries. 'An Illuminating Index' (22 pp. unn.) at the end of vol. 3.;New edn 1806 (NSTC, OCLC).
399;400.0;1805A029;1805A029_1;Critical Review; 3rd ser. 4 (Feb 1805): 21819.;1;Critical Review, 3rd ser. 4 (Feb 1805): 21819.;400;1805.0;Maria EDGEWORTH ;Female.;THE MODERN GRISELDA A TALE BY MISS EDGEWORTH AUTHOR OF PRACTICAL EDUCATION BELINDA CASTLE RACKRENT HISTORY OF IRISH BULLS LETTERS FOR LITERARY LADIES POPULAR TALES C;"London:Printed for J. Johnson, No. 72, St. Paul's Churchyard; by Bye and Law, St. John's Square, 1805. ";1 vol.  (170p). 8°.;"BL 1078.e.34; ECB 178; EN2 1805: 20; NSTC E238; OCLC 621313.";;"2nd edn 1805 (Corvey), CME 3-628-47573-2; 3rd edn 1813 (NSTC); 4th edn 1819 (NSTC); [1820] (NSTC); 1833 (NSTC); Georgetown, MD, 1810 (OCLC); French trans., 1813 [as Les Deux Griselidis (CCFR)]."
400;401.0;1805A031;1805A031_1;Critical Review; 3rd ser. 6 (Nov 1805): 32526.;1;Critical Review, 3rd ser. 6 (Nov 1805): 32526.;402;1805.0;L'Abbé Louis Philippe GÉRARD ;Male.;THE COUNT DE VALMONT OR THE ERRORS OF REASON TRANSLATED FROM THE FRENCH IN THREE VOLUMES;London:Printed for J. Hatchard, Bookseller to Her Majesty, No. 190, opposite Albany House, Piccadilly, 1805. ;"3 vols (I vii, 312p; II 310p; III 239p). 12°.";"C S735d8018; ECB 139; EN2 1805: 32; NSTC G686; OCLC 14205590.";"Trans. of Le Comte de Valmont, ou les égarements de la raison (Paris, 1774). Translator's Preface (vol. 1, pp. [v]<U+0096>vii) states that only the first of two parts in the original French work in six volumes has been translated; the translator also acknowledges having omitted 'whole pages which I thought uninteresting, or unadapted to an English and a Protestant reader' (p. vi).";
401;402.0;1805A031;1805A031_2;Monthly Review; 2nd ser. 49 (Jan 1806): 10304.;1;Monthly Review, 2nd ser. 49 (Jan 1806): 10304.;402;1805.0;L'Abbé Louis Philippe GÉRARD ;Male.;THE COUNT DE VALMONT OR THE ERRORS OF REASON TRANSLATED FROM THE FRENCH IN THREE VOLUMES;London:Printed for J. Hatchard, Bookseller to Her Majesty, No. 190, opposite Albany House, Piccadilly, 1805. ;"3 vols (I vii, 312p; II 310p; III 239p). 12°.";"C S735d8018; ECB 139; EN2 1805: 32; NSTC G686; OCLC 14205590.";"Trans. of Le Comte de Valmont, ou les égarements de la raison (Paris, 1774). Translator's Preface (vol. 1, pp. [v]<U+0096>vii) states that only the first of two parts in the original French work in six volumes has been translated; the translator also acknowledges having omitted 'whole pages which I thought uninteresting, or unadapted to an English and a Protestant reader' (p. vi).";
402;403.0;1805A032;1805A032_1;Critical Review; 3rd ser. 4 (Apr 1805): 38391.;1;Critical Review, 3rd ser. 4 (Apr 1805): 38391.;403;1805.0;William GODWIN ;Male.;FLEETWOOD OR THE NEW MAN OF FEELING BY WILLIAM GODWIN IN THREE VOLUMES;London:Printed for Richard Phillips, No. 6, Bridge-Street, Blackfriars, 1805. ;"3 vols (I xii, 300p; II 295p; III 342p). 12°.";"Corvey; CME 3-628-47850-2; ECB 234; EN2 1805: 33; NSTC G1251; OCLC 1922601.";Preface dated 14 Feb 1805. BRu ENC copy has 'Georgina Craven Feb. 22 1805' written on front of each vol., matching ECB dating of Feb 1805.;"1832 (NSTC); Alexandria, VA, 1805 (OCLC) [also New York 1805 (NSTC)]; French trans., 1805; German trans., 1806."
403;404.0;1805A032;1805A032_2;Flowers of Literature;Flowers of Literature (1805): 422.;1;Flowers of Literature (1805): 422.;403;1805.0;William GODWIN ;Male.;FLEETWOOD OR THE NEW MAN OF FEELING BY WILLIAM GODWIN IN THREE VOLUMES;London:Printed for Richard Phillips, No. 6, Bridge-Street, Blackfriars, 1805. ;"3 vols (I xii, 300p; II 295p; III 342p). 12°.";"Corvey; CME 3-628-47850-2; ECB 234; EN2 1805: 33; NSTC G1251; OCLC 1922601.";Preface dated 14 Feb 1805. BRu ENC copy has 'Georgina Craven Feb. 22 1805' written on front of each vol., matching ECB dating of Feb 1805.;"1832 (NSTC); Alexandria, VA, 1805 (OCLC) [also New York 1805 (NSTC)]; French trans., 1805; German trans., 1806."
404;405.0;1805A032;1805A032_3;Flowers of Literature;Flowers of Literature for 1805: Mr.;0;Flowers of Literature for 1805: Mr.;403;1805.0;William GODWIN ;Male.;FLEETWOOD OR THE NEW MAN OF FEELING BY WILLIAM GODWIN IN THREE VOLUMES;London:Printed for Richard Phillips, No. 6, Bridge-Street, Blackfriars, 1805. ;"3 vols (I xii, 300p; II 295p; III 342p). 12°.";"Corvey; CME 3-628-47850-2; ECB 234; EN2 1805: 33; NSTC G1251; OCLC 1922601.";Preface dated 14 Feb 1805. BRu ENC copy has 'Georgina Craven Feb. 22 1805' written on front of each vol., matching ECB dating of Feb 1805.;"1832 (NSTC); Alexandria, VA, 1805 (OCLC) [also New York 1805 (NSTC)]; French trans., 1805; German trans., 1806."
405;406.0;1805A032;1805A032_4;Monthly Review; 2nd ser. 49 (Jan 1806): 102.;1;Monthly Review, 2nd ser. 49 (Jan 1806): 102.;403;1805.0;William GODWIN ;Male.;FLEETWOOD OR THE NEW MAN OF FEELING BY WILLIAM GODWIN IN THREE VOLUMES;London:Printed for Richard Phillips, No. 6, Bridge-Street, Blackfriars, 1805. ;"3 vols (I xii, 300p; II 295p; III 342p). 12°.";"Corvey; CME 3-628-47850-2; ECB 234; EN2 1805: 33; NSTC G1251; OCLC 1922601.";Preface dated 14 Feb 1805. BRu ENC copy has 'Georgina Craven Feb. 22 1805' written on front of each vol., matching ECB dating of Feb 1805.;"1832 (NSTC); Alexandria, VA, 1805 (OCLC) [also New York 1805 (NSTC)]; French trans., 1805; German trans., 1806."
406;407.0;1805A034;1805A034_1;Critical Review; 3rd ser. 5 (Aug 1805): 42123.;1;Critical Review, 3rd ser. 5 (Aug 1805): 42123.;405;1805.0;Thomas HARRAL ;Male.;SCENES OF LIFE A NOVEL IN THREE VOLUMES BY T HARRAL ESQ;London:Printed by J. Swan, 76, Fleet Street. For B. Crosby and Co. Stationers' Court, Paternoster Row, 1805. ;"3 vols (I viii, 208p; II 199p; III 214p). 12°.";"Corvey; CME 3-628-47628-3; EN2 1805: 34; xNSTC; xOCLC.";Dedication 'to John Gifford, Esq.', dated 28 May 1805.;
407;408.0;1805A034;1805A034_2;Flowers of Literature;Flowers of Literature (1805): 4323.;1;Flowers of Literature (1805): 4323.;405;1805.0;Thomas HARRAL ;Male.;SCENES OF LIFE A NOVEL IN THREE VOLUMES BY T HARRAL ESQ;London:Printed by J. Swan, 76, Fleet Street. For B. Crosby and Co. Stationers' Court, Paternoster Row, 1805. ;"3 vols (I viii, 208p; II 199p; III 214p). 12°.";"Corvey; CME 3-628-47628-3; EN2 1805: 34; xNSTC; xOCLC.";Dedication 'to John Gifford, Esq.', dated 28 May 1805.;
408;409.0;1805A034;1805A034_3;Flowers of Literature;Flowers of Literature for 1805: Mr.;0;Flowers of Literature for 1805: Mr.;405;1805.0;Thomas HARRAL ;Male.;SCENES OF LIFE A NOVEL IN THREE VOLUMES BY T HARRAL ESQ;London:Printed by J. Swan, 76, Fleet Street. For B. Crosby and Co. Stationers' Court, Paternoster Row, 1805. ;"3 vols (I viii, 208p; II 199p; III 214p). 12°.";"Corvey; CME 3-628-47628-3; EN2 1805: 34; xNSTC; xOCLC.";Dedication 'to John Gifford, Esq.', dated 28 May 1805.;
409;410.0;1805A034;1805A034_4;Monthly Review; 2nd ser. 53 (Aug 1807): 437.;1;Monthly Review, 2nd ser. 53 (Aug 1807): 437.;405;1805.0;Thomas HARRAL ;Male.;SCENES OF LIFE A NOVEL IN THREE VOLUMES BY T HARRAL ESQ;London:Printed by J. Swan, 76, Fleet Street. For B. Crosby and Co. Stationers' Court, Paternoster Row, 1805. ;"3 vols (I viii, 208p; II 199p; III 214p). 12°.";"Corvey; CME 3-628-47628-3; EN2 1805: 34; xNSTC; xOCLC.";Dedication 'to John Gifford, Esq.', dated 28 May 1805.;
410;411.0;1805A035;1805A035_1;Critical Review; 3rd ser. 7 (Feb 1806): 215.;1;Critical Review, 3rd ser. 7 (Feb 1806): 215.;406;1805.0;Elizabeth HELME ;Female.;THE PILGRIM OF THE CROSS OR THE CHRONICLES OF CHRISTABELLE DE MOWBRAY AN ANCIENT LEGEND IN FOUR VOLUMES BY ELIZABETH HELME AUTHOR OF ST MARGARETS CAVE OR THE NUNS STORY LOUISA OR THE COTTAGE ON THE MOOR ST CLAIR OF THE ISLES C C;"Brentford:Printed by and for P. Norbury; and sold by T. Ostell, Ave-Maria-Lane; Longman, Hurst, Rees, and Orme, Pater-noster Row; Hatchard, Piccadilly; Carpenter and Co. Old-Bond-Street; and Earle, Albemarle-Street, London; also by W. Ansell, Richmond, Surrey, 1805. ";"4 vols (I xii, 263p; II 254p; III 266p; IV 264p). 12°.";"Corvey; CME 3-628-47788-3; ECB 263; EN2 1805: 35; NSTC H1229; OCLC 6635057.";Dedication 'to the Princess Sophia Matilda of Gloucester'.;French trans., 1807.
411;412.0;1805A035;1805A035_2;Monthly Review; 2nd ser. 51 (Oct 1806): 207.;1;Monthly Review, 2nd ser. 51 (Oct 1806): 207.;406;1805.0;Elizabeth HELME ;Female.;THE PILGRIM OF THE CROSS OR THE CHRONICLES OF CHRISTABELLE DE MOWBRAY AN ANCIENT LEGEND IN FOUR VOLUMES BY ELIZABETH HELME AUTHOR OF ST MARGARETS CAVE OR THE NUNS STORY LOUISA OR THE COTTAGE ON THE MOOR ST CLAIR OF THE ISLES C C;"Brentford:Printed by and for P. Norbury; and sold by T. Ostell, Ave-Maria-Lane; Longman, Hurst, Rees, and Orme, Pater-noster Row; Hatchard, Piccadilly; Carpenter and Co. Old-Bond-Street; and Earle, Albemarle-Street, London; also by W. Ansell, Richmond, Surrey, 1805. ";"4 vols (I xii, 263p; II 254p; III 266p; IV 264p). 12°.";"Corvey; CME 3-628-47788-3; ECB 263; EN2 1805: 35; NSTC H1229; OCLC 6635057.";Dedication 'to the Princess Sophia Matilda of Gloucester'.;French trans., 1807.
412;413.0;1805A037;1805A037_1;Critical Review; 3rd ser. 7 (Jan 1806): 1424.;1;Critical Review, 3rd ser. 7 (Jan 1806): 1424.;408;1805.0;Thomas HOLCROFT ;Male.;MEMOIRS OF BRYAN PERDUE A NOVEL BY THOMAS HOLCROFT IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster Row, 1805. ;"3 vols (I viii, 290p; II 268p; III 268p). 12°.";"Corvey; CME 3-628-47729-8; ECB 276; EN2 1805: 37; NSTC H2131; OCLC 6794195.";Preface dated Berner-Street, London, 5 Sept 1805.;
413;414.0;1805A037;1805A037_2;Flowers of Literature;Flowers of Literature (1806): lxxvi.;1;Flowers of Literature (1806): lxxvi.;408;1805.0;Thomas HOLCROFT ;Male.;MEMOIRS OF BRYAN PERDUE A NOVEL BY THOMAS HOLCROFT IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster Row, 1805. ;"3 vols (I viii, 290p; II 268p; III 268p). 12°.";"Corvey; CME 3-628-47729-8; ECB 276; EN2 1805: 37; NSTC H2131; OCLC 6794195.";Preface dated Berner-Street, London, 5 Sept 1805.;
414;415.0;1805A037;1805A037_3;Monthly Review; 2nd ser. 52 (Feb 1807): 21516.;1;Monthly Review, 2nd ser. 52 (Feb 1807): 21516.;408;1805.0;Thomas HOLCROFT ;Male.;MEMOIRS OF BRYAN PERDUE A NOVEL BY THOMAS HOLCROFT IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, and Orme, Paternoster Row, 1805. ;"3 vols (I viii, 290p; II 268p; III 268p). 12°.";"Corvey; CME 3-628-47729-8; ECB 276; EN2 1805: 37; NSTC H2131; OCLC 6794195.";Preface dated Berner-Street, London, 5 Sept 1805.;
415;416.0;1805A038;1805A038_1;Flowers of Literature;Flowers of Literature (1805): 423.;1;Flowers of Literature (1805): 423.;409;1805.0;Samuel William Henry IRELAND ;Male.;GONDEZ THE MONK A ROMANCE OF THE THIRTEENTH CENTURY IN FOUR VOLUMES BY W H IRELAND AUTHOR OF THE ABBESS C C C;London:Printed for W. Earle, Albemarle-Street, and J. W. Hucklebridge. And sold by Longman, Hurst, Rees, and Orme, Paternoster-Row. And all other Booksellers, 1805. ;"4 vols (I xii, 204p; II iv, 228p; III v, 228p; IV iv, 228p). 12°.";"Corvey; CME 3-628-47945-2; ECB 300; EN2 1805: 38; NSTC I433; OCLC 6830081.";'Entered at Stationers' Hall' on verso of t.ps. Dedication (in verse) to 'Lumley St. George Skeffington, Esq. of Skeffington Lodge, Leicestershire'.;
416;417.0;1805A038;1805A038_2;Flowers of Literature; by mentioning an uncommonly interesting and well-written novel of the historical class.;0;Flowers of Literature for 1805: We shall conclude our sketch of the masculine attempts at the composition of fictitious narrative, by mentioning an uncommonly interesting and well-written novel of the historical class.;409;1805.0;Samuel William Henry IRELAND ;Male.;GONDEZ THE MONK A ROMANCE OF THE THIRTEENTH CENTURY IN FOUR VOLUMES BY W H IRELAND AUTHOR OF THE ABBESS C C C;London:Printed for W. Earle, Albemarle-Street, and J. W. Hucklebridge. And sold by Longman, Hurst, Rees, and Orme, Paternoster-Row. And all other Booksellers, 1805. ;"4 vols (I xii, 204p; II iv, 228p; III v, 228p; IV iv, 228p). 12°.";"Corvey; CME 3-628-47945-2; ECB 300; EN2 1805: 38; NSTC I433; OCLC 6830081.";'Entered at Stationers' Hall' on verso of t.ps. Dedication (in verse) to 'Lumley St. George Skeffington, Esq. of Skeffington Lodge, Leicestershire'.;
417;418.0;1805A041;1805A041_1;Critical Review; 3rd ser. 6 (Dec 1805): 437.;1;Critical Review, 3rd ser. 6 (Dec 1805): 437.;412;1805.0;Isabella KELLY ;Female.;THE SECRET A NOVEL IN FOUR VOLUMES BY ISABELLA KELLY AUTHOR OF MADELINE ABBEY ST ASAPH AVONDALE PRIORY EVA RUTHINGLENNE BARONS DAUGHTER A MODERN INCIDENT IN DOMESTIC LIFE C C;"Brentford:Printed by and for P. Norbury; and sold by Longman, Hurst, Rees, and Orme, Pater-noster Row; Hatchard, Piccadilly; Carpenter and Co. Old-Bond-Street; Earle, Albemarle-Street; and Didier and Tibett, St. James's Street, London; also by W. Ansell, Richmond, Surrey, 1805. ";"4 vols (I 264p; II 272p; III 254p; IV 263p). 12°.";"Corvey; CME 3-628-47925-8; EN2 1805: 41; NSTC K139; OCLC 6635097.";;
418;419.0;1805A041;1805A041_2;Monthly Review; 2nd ser. 51 (Oct 1806): 207.;1;Monthly Review, 2nd ser. 51 (Oct 1806): 207.;412;1805.0;Isabella KELLY ;Female.;THE SECRET A NOVEL IN FOUR VOLUMES BY ISABELLA KELLY AUTHOR OF MADELINE ABBEY ST ASAPH AVONDALE PRIORY EVA RUTHINGLENNE BARONS DAUGHTER A MODERN INCIDENT IN DOMESTIC LIFE C C;"Brentford:Printed by and for P. Norbury; and sold by Longman, Hurst, Rees, and Orme, Pater-noster Row; Hatchard, Piccadilly; Carpenter and Co. Old-Bond-Street; Earle, Albemarle-Street; and Didier and Tibett, St. James's Street, London; also by W. Ansell, Richmond, Surrey, 1805. ";"4 vols (I 264p; II 272p; III 254p; IV 263p). 12°.";"Corvey; CME 3-628-47925-8; EN2 1805: 41; NSTC K139; OCLC 6635097.";;
419;420.0;1805A042;1805A042_1;Flowers of Literature;Flowers of Literature (1806): 495.;1;Flowers of Literature (1806): 495.;413;1805.0;Sophia KING [afterwards FORTNUM, Sophia] ;Female.;THE ADVENTURES OF VICTOR ALLEN BY MRS FORTNUM LATE SOPHIA KING AUTHOR OF WALDORF OR THE DANGERS OF PHILOSOPHY CORDELIA A ROMANCE OF REAL LIFE THE VICTIM OF FRIENDSHIP A GERMAN ROMANCE THE FATAL SECRET OR UNKNOWN WARRIOR C IN TWO VOLUMES;"London:Printed by D. N. Shury, Berwick-Street, Soho; for W. Hodgson, No. 20, Strand, 1805. ";"2 vols (I 182p; II 167p). 12°.";"Corvey; CME 3-628-48015-9; EN2 1805: 30; NSTC K592; xOCLC.";;
